,"[('der', 'gen'), ('der', 'usd'), ('ent', 'ent')]","[['der', 'der', 'ent']]","[['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['gen', 'act']]","[['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['gen', 'act']]","[['der', 'ent'], ['der', 'ent'], ['gen', 'act']]","[['der', 'ent'], ['gen', 'act']]","[['gen', 'usd', 'ent']]","[['usd', 'der', 'ent']]","[['usd', 'ent'], ['usd', 'ent'], ['usd', 'ent']]","[['usd', 'ent'], ['usd', 'ent']]","[['usd', 'ent']]",act,ent,label
400,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
401,4,36,0,0,17,36,10,19,0,11,20,31,54,Uncertain
402,0,1,0,0,0,14,13,1,0,0,8,8,15,Uncertain
403,0,2,0,0,0,25,23,2,0,0,14,14,26,Trusted
404,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
405,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
406,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
407,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
408,2,26,3,1,46,38,5,16,2,2,24,37,92,Uncertain
409,2,27,3,3,32,46,7,15,4,2,21,32,85,Trusted
410,4,33,0,3,22,50,10,15,5,4,18,27,76,Trusted
411,2,31,0,0,9,39,11,9,0,5,11,16,49,Trusted
412,2,0,0,0,2,11,11,0,0,0,5,5,14,Trusted
413,0,3,0,0,4,31,13,2,0,3,8,11,36,Trusted
414,2,3,0,0,4,18,2,3,0,3,5,8,23,Uncertain
415,0,0,0,0,0,18,18,0,0,0,6,6,19,Trusted
416,4,38,0,0,21,38,10,18,1,11,20,32,60,Uncertain
417,0,4,0,0,0,24,20,4,0,0,14,14,25,Trusted
418,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
419,0,6,0,0,0,21,14,3,0,0,10,10,22,Uncertain
420,0,0,0,0,0,3,3,0,0,0,3,3,4,Trusted
421,0,1,0,0,0,6,5,1,0,0,3,3,7,Uncertain
422,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
423,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
424,2,18,2,2,50,42,5,8,3,3,25,37,102,Uncertain
425,2,10,0,1,4,9,2,3,0,1,4,5,15,Uncertain
426,2,0,0,0,2,8,8,0,0,0,3,3,11,Trusted
427,2,0,0,0,2,6,6,0,0,0,3,3,9,Uncertain
428,2,11,1,2,45,41,8,5,2,2,23,33,95,Uncertain
429,2,17,1,1,41,28,2,9,2,1,17,26,77,Uncertain
430,2,23,1,1,31,35,4,10,1,2,16,24,73,Uncertain
431,2,18,2,1,22,39,10,9,1,1,15,21,67,Uncertain
432,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
433,2,16,1,2,15,34,6,7,3,1,11,16,54,Trusted
434,2,25,1,1,10,33,7,6,1,3,9,13,46,Trusted
435,0,4,0,1,4,31,22,2,0,1,9,10,37,Trusted
436,4,12,0,0,8,24,16,8,0,4,19,23,33,Uncertain
437,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
438,0,0,0,0,0,3,3,0,0,0,2,2,4,Trusted
439,2,9,0,0,5,11,5,6,0,3,8,11,17,Uncertain
440,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
441,2,16,0,1,15,22,9,8,3,4,16,23,39,Uncertain
442,0,7,0,0,5,22,11,5,0,3,12,15,28,Uncertain
443,0,9,0,0,0,12,3,6,0,0,9,9,14,Trusted
444,2,3,0,0,4,9,2,3,0,3,5,8,14,Uncertain
445,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
446,2,9,0,0,5,15,9,6,0,3,12,15,21,Trusted
447,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
448,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
449,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
450,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
451,2,14,0,0,9,13,3,5,0,4,6,10,23,Uncertain
452,0,3,0,0,0,17,14,3,0,0,8,8,18,Uncertain
453,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
454,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
455,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
456,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
457,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
458,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
459,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
460,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
461,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
462,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
463,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
464,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
465,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
466,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
467,2,9,0,1,10,14,5,6,3,1,9,13,26,Uncertain
468,2,12,0,0,5,13,4,6,0,3,6,9,19,Uncertain
469,0,0,0,0,0,12,12,0,0,0,6,6,13,Trusted
470,2,6,0,1,4,6,3,3,0,1,5,6,12,Uncertain
471,2,0,0,0,2,4,4,0,0,0,3,3,7,Uncertain
472,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
473,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
474,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
475,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
476,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
477,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
478,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
479,2,0,0,0,2,7,7,0,0,0,7,7,10,Trusted
480,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
481,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
482,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
483,4,12,0,0,8,18,10,8,0,4,13,17,27,Uncertain
484,0,0,0,0,0,3,3,0,0,0,2,2,4,Trusted
485,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
486,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
487,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
488,2,9,0,1,8,10,3,4,1,2,6,9,20,Uncertain
489,0,4,0,0,3,11,7,2,0,1,6,7,15,Uncertain
490,2,3,0,0,3,4,2,2,0,1,3,4,8,Uncertain
491,0,0,0,0,0,3,3,0,0,0,2,2,4,Trusted
492,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
493,0,0,0,0,0,10,10,0,0,0,10,10,11,Trusted
494,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
495,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
496,2,9,0,0,5,11,5,6,0,3,8,11,17,Uncertain
497,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
498,6,15,0,0,11,25,15,10,0,5,20,25,37,Trusted
499,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
500,0,0,0,0,0,3,3,0,0,0,2,2,4,Trusted
501,0,0,0,0,0,3,3,0,0,0,2,2,4,Trusted
502,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
503,2,16,1,2,22,25,5,10,6,1,16,24,51,Uncertain
504,2,29,0,1,13,29,4,13,1,6,12,19,44,Uncertain
505,2,8,0,0,6,31,18,4,0,3,13,16,38,Trusted
506,2,2,0,0,3,9,2,2,0,2,4,6,13,Uncertain
507,0,0,0,0,0,8,8,0,0,0,4,4,9,Trusted
508,0,0,0,0,0,5,5,0,0,0,2,2,6,Trusted
509,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
510,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
511,2,12,0,1,11,16,5,7,3,2,10,15,29,Uncertain
512,2,12,0,0,5,16,7,6,0,3,7,10,22,Uncertain
513,0,0,0,0,0,12,12,0,0,0,6,6,13,Trusted
514,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
515,2,3,0,0,3,5,3,2,0,1,3,4,9,Uncertain
516,0,0,0,0,0,3,3,0,0,0,2,2,4,Trusted
517,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
518,2,9,0,0,5,15,9,6,0,3,11,14,21,Uncertain
519,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
520,4,12,0,0,8,16,8,8,0,4,12,16,25,Uncertain
521,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
522,0,0,0,0,0,3,3,0,0,0,2,2,4,Trusted
523,2,3,0,0,3,5,3,2,0,1,4,5,9,Uncertain
524,0,0,0,0,0,3,3,0,0,0,2,2,4,Trusted
525,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
526,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
527,2,9,0,0,5,11,5,6,0,3,8,11,17,Uncertain
528,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
529,2,9,0,0,5,15,9,6,0,3,12,15,21,Trusted
530,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
531,4,19,0,1,10,21,8,10,0,5,14,19,33,Uncertain
532,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
533,2,1,0,0,2,9,8,1,0,0,5,5,12,Uncertain
534,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
535,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
536,2,3,0,0,3,5,3,2,0,1,3,4,9,Uncertain
537,0,0,0,0,0,3,3,0,0,0,2,2,4,Trusted
538,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
539,2,16,0,0,7,19,7,9,0,5,12,17,27,Trusted
540,0,1,0,0,0,17,16,1,0,0,10,10,18,Trusted
541,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
542,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
543,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
544,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
545,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
546,4,9,0,0,7,14,8,6,0,3,10,13,22,Uncertain
547,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
548,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
549,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
550,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
551,0,0,0,0,0,4,4,0,0,0,3,3,5,Uncertain
552,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
553,2,3,0,0,3,5,3,2,0,1,3,4,9,Uncertain
554,0,0,0,0,0,3,3,0,0,0,2,2,4,Trusted
555,2,3,0,0,3,5,3,2,0,1,4,5,9,Uncertain
556,0,0,0,0,0,3,3,0,0,0,2,2,4,Trusted
557,2,12,0,0,8,14,5,3,0,3,7,10,23,Uncertain
558,0,3,0,0,0,15,12,3,0,0,6,6,16,Uncertain
559,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
560,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
561,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
562,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
563,2,3,0,0,3,5,3,2,0,1,3,4,9,Uncertain
564,0,0,0,0,0,3,3,0,0,0,2,2,4,Trusted
565,2,3,0,0,3,5,3,2,0,1,3,4,9,Uncertain
566,0,0,0,0,0,3,3,0,0,0,2,2,4,Trusted
567,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
568,2,9,0,0,5,15,9,6,0,3,11,14,21,Uncertain
569,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
570,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
571,2,3,0,0,3,5,3,2,0,1,3,4,9,Uncertain
572,0,0,0,0,0,3,3,0,0,0,2,2,4,Trusted
573,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
574,2,3,0,0,3,5,3,2,0,1,4,5,9,Uncertain
575,0,0,0,0,0,3,3,0,0,0,2,2,4,Trusted
576,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
577,2,3,0,0,3,5,3,2,0,1,4,5,9,Uncertain
578,0,0,0,0,0,3,3,0,0,0,2,2,4,Trusted
579,2,9,0,0,5,11,5,6,0,3,8,11,17,Uncertain
580,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
581,2,3,0,0,3,5,3,2,0,1,4,5,9,Uncertain
582,0,0,0,0,0,3,3,0,0,0,2,2,4,Trusted
583,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
584,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
585,2,3,0,0,3,5,3,2,0,1,4,5,9,Uncertain
586,0,0,0,0,0,3,3,0,0,0,2,2,4,Trusted
587,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
588,2,9,1,1,9,13,5,5,2,1,10,13,25,Uncertain
589,2,11,0,1,5,11,4,5,0,2,6,8,18,Uncertain
590,2,0,0,0,2,9,9,0,0,0,5,5,12,Trusted
591,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
592,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
593,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
594,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
595,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
596,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
597,2,9,0,0,5,9,3,6,0,3,6,9,15,Uncertain
598,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
599,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
600,2,6,0,0,4,7,3,4,0,2,5,7,12,Uncertain
601,0,0,0,0,0,6,6,0,0,0,4,4,7,Trusted
602,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
603,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
604,2,11,1,4,19,21,3,6,5,1,13,19,46,Uncertain
605,2,20,0,3,15,22,4,7,2,3,11,16,41,Uncertain
606,2,4,0,1,9,24,16,2,1,1,11,13,35,Uncertain
607,2,7,0,1,7,8,2,2,1,1,5,7,17,Uncertain
608,0,4,0,0,3,9,5,2,0,1,4,5,13,Uncertain
609,2,3,0,0,3,4,2,2,0,1,3,4,8,Uncertain
610,0,0,0,0,0,3,3,0,0,0,2,2,4,Trusted
611,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
612,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
613,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
614,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
615,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
616,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
617,2,11,0,1,6,11,5,6,0,3,8,11,19,Uncertain
618,2,0,0,0,2,9,9,0,0,0,6,6,12,Trusted
619,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
620,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
621,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
622,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
623,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
624,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
625,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
626,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
627,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
628,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
629,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
630,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
631,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
632,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
633,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
634,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
635,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
636,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
637,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
638,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
639,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
640,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
641,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
642,0,0,0,0,0,14,14,0,0,0,12,12,15,Uncertain
643,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
644,2,25,0,0,11,20,3,15,0,8,11,19,32,Uncertain
645,0,1,0,0,0,26,25,1,0,0,16,16,27,Trusted
646,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
647,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
648,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
649,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
650,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
651,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
652,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
653,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
654,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
655,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
656,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
657,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
658,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
659,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
660,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
661,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
662,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
663,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
664,2,9,0,1,5,10,5,5,0,2,8,10,17,Uncertain
665,2,0,0,0,2,7,7,0,0,0,5,5,10,Trusted
666,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
667,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
668,2,9,0,1,10,12,3,6,3,1,8,12,24,Uncertain
669,2,12,0,0,5,13,4,6,0,3,6,9,19,Uncertain
670,0,0,0,0,0,12,12,0,0,0,6,6,13,Trusted
671,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
672,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
673,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
674,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
675,2,9,1,1,9,13,5,5,2,1,10,13,25,Uncertain
676,2,11,0,1,5,11,4,5,0,2,6,8,18,Uncertain
677,2,0,0,0,2,9,9,0,0,0,5,5,12,Trusted
678,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
679,2,6,0,0,4,9,5,4,0,2,7,9,14,Uncertain
680,0,0,0,0,0,6,6,0,0,0,4,4,7,Trusted
681,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
682,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
683,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
684,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
685,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
686,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
687,2,0,0,0,2,5,5,0,0,0,5,5,8,Uncertain
688,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
689,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
690,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
691,2,11,0,1,9,12,3,7,2,2,8,12,23,Uncertain
692,2,8,0,0,4,13,7,4,0,2,7,9,18,Trusted
693,0,0,0,0,0,8,8,0,0,0,4,4,9,Trusted
694,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
695,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
696,2,0,0,0,2,5,5,0,0,0,5,5,8,Uncertain
697,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
698,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
699,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
700,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
701,2,12,0,0,6,29,21,8,0,4,25,29,36,Uncertain
702,0,0,0,0,0,12,12,0,0,0,8,8,13,Trusted
703,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
704,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
705,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
706,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
707,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
708,2,13,1,1,12,15,3,8,3,2,10,15,30,Uncertain
709,2,15,0,1,6,17,7,7,0,3,9,12,25,Trusted
710,2,0,0,0,2,13,13,0,0,0,7,7,16,Trusted
711,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
712,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
713,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
714,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
715,2,23,0,0,10,22,5,12,0,7,12,19,33,Uncertain
716,0,2,0,0,0,25,23,2,0,0,14,14,26,Trusted
717,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
718,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
719,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
720,2,9,0,0,5,9,3,6,0,3,6,9,15,Uncertain
721,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
722,2,11,1,1,8,11,3,6,1,2,8,11,22,Uncertain
723,2,7,0,1,4,11,7,3,0,1,7,8,17,Trusted
724,2,0,0,0,2,5,5,0,0,0,3,3,8,Uncertain
725,2,6,0,0,4,9,5,4,0,2,7,9,14,Uncertain
726,0,0,0,0,0,6,6,0,0,0,4,4,7,Trusted
727,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
728,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
729,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
730,2,6,0,0,4,9,5,4,0,2,7,9,14,Uncertain
731,0,0,0,0,0,6,6,0,0,0,4,4,7,Trusted
732,2,3,0,0,3,7,5,2,0,1,6,7,11,Uncertain
733,0,0,0,0,0,3,3,0,0,0,2,2,4,Trusted
734,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
735,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
736,2,9,0,1,5,10,5,5,0,2,8,10,17,Uncertain
737,2,0,0,0,2,7,7,0,0,0,5,5,10,Trusted
738,2,3,0,0,3,7,5,2,0,1,6,7,11,Uncertain
739,0,0,0,0,0,3,3,0,0,0,2,2,4,Trusted
740,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
741,2,3,0,0,3,7,5,2,0,1,6,7,11,Uncertain
742,0,0,0,0,0,3,3,0,0,0,2,2,4,Trusted
743,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
744,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
745,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
746,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
747,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
748,2,8,0,1,8,10,3,5,2,1,7,10,20,Uncertain
749,2,8,0,0,4,10,4,4,0,2,5,7,15,Uncertain
750,0,0,0,0,0,8,8,0,0,0,4,4,9,Trusted
751,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
752,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
753,0,0,0,0,0,4,4,0,0,0,4,4,5,Uncertain
754,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
755,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
756,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
757,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
758,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
759,2,8,1,1,7,11,5,4,1,1,9,11,21,Uncertain
760,2,7,0,1,4,8,4,3,0,1,5,6,14,Uncertain
761,2,0,0,0,2,5,5,0,0,0,3,3,8,Uncertain
762,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
763,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
764,2,3,0,0,3,7,5,2,0,1,6,7,11,Uncertain
765,0,0,0,0,0,3,3,0,0,0,2,2,4,Trusted
766,2,3,0,0,3,7,5,2,0,1,6,7,11,Uncertain
767,0,0,0,0,0,3,3,0,0,0,2,2,4,Trusted
768,2,8,1,1,7,11,5,4,1,1,9,11,21,Uncertain
769,2,7,0,1,4,8,4,3,0,1,5,6,14,Uncertain
770,2,0,0,0,2,5,5,0,0,0,3,3,8,Uncertain
771,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
772,2,6,0,0,4,9,5,4,0,2,7,9,14,Uncertain
773,0,0,0,0,0,6,6,0,0,0,4,4,7,Trusted
774,2,22,0,0,9,19,3,12,0,7,9,16,29,Uncertain
775,0,1,0,0,0,23,22,1,0,0,13,13,24,Uncertain
776,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
777,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
778,0,0,0,0,0,10,10,0,0,0,9,9,11,Trusted
779,4,34,0,2,28,40,10,21,6,8,26,40,71,Uncertain
780,2,22,0,0,10,43,20,10,0,6,22,28,54,Trusted
781,0,6,0,0,3,27,21,4,0,1,14,15,31,Trusted
782,2,3,0,0,3,6,4,2,0,1,5,6,10,Uncertain
783,0,0,0,0,0,3,3,0,0,0,2,2,4,Trusted
784,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
785,0,0,0,0,0,3,3,0,0,0,2,2,4,Trusted
786,2,16,1,1,23,19,3,11,1,2,13,21,45,Uncertain
787,2,12,0,1,14,24,7,8,5,1,12,18,40,Uncertain
788,2,23,0,0,7,23,5,10,0,5,8,13,31,Uncertain
789,0,0,0,0,0,23,23,0,0,0,10,10,24,Trusted
790,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
791,0,0,0,0,0,10,10,0,0,0,9,9,11,Trusted
792,2,9,0,0,5,9,3,6,0,3,6,9,15,Uncertain
793,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
794,4,55,1,3,64,55,10,33,4,10,35,58,126,Uncertain
795,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
796,0,0,0,0,0,12,12,0,0,0,4,4,13,Trusted
797,4,29,1,1,38,61,25,16,4,4,31,44,103,Uncertain
798,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
799,0,12,1,1,20,49,14,6,3,4,19,28,72,Uncertain
800,3,21,1,1,20,34,8,13,3,4,14,23,57,Trusted
801,2,20,0,1,10,34,13,9,2,3,13,18,46,Trusted
802,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
803,2,12,0,0,4,26,16,4,0,2,9,11,31,Trusted
804,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
805,2,16,0,0,8,14,3,9,0,5,7,12,23,Uncertain
806,0,1,0,0,0,17,16,1,0,0,10,10,18,Trusted
807,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
808,2,23,0,0,11,19,3,12,0,7,9,16,31,Uncertain
809,0,2,0,0,0,25,23,2,0,0,14,14,26,Trusted
