,"('act', '{<QualifiedName: collabmap:CompletionVerification>}')","('act', '{<QualifiedName: collabmap:RouteIdentification>}')","('act', '{<QualifiedName: collabmap:RouteVerification>}')","('ent', '{<QualifiedName: collabmap:Route>}')","('ent', '{<QualifiedName: collabmap:RouteSet>}')","('ent', '{<QualifiedName: collabmap:Vote>}')","[('der', 'gen'), ('der', 'usd'), (('ent', '{<QualifiedName: collabmap:Route>}'), ('ent', '{<QualifiedName: collabmap:Route>}'))]","[['der', 'der', ('ent', '{<QualifiedName: collabmap:Route>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteIdentification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteIdentification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteVerification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:Route>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['gen', ('act', '{<QualifiedName: collabmap:CompletionVerification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteIdentification>}')]]","[['usd', 'der', ('ent', '{<QualifiedName: collabmap:Route>}')]]","[['usd', ('ent', '{<QualifiedName: collabmap:Route>}')], ['usd', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['usd', ('ent', '{<QualifiedName: collabmap:Route>}')]]","[['usd', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['usd', ('ent', '{<QualifiedName: collabmap:Route>}')]]","[['usd', ('ent', '{<QualifiedName: collabmap:RouteSet>}')]]",label
276,1,0,1,1,1,4,2,1,0,0,1,2,1,0,2,0,1,1,Trusted
277,7,1,8,2,5,27,21,7,1,1,16,2,7,1,13,6,2,8,Uncertain
278,6,1,7,2,2,19,11,9,1,1,10,2,6,1,14,3,4,7,Trusted
279,9,3,9,4,5,39,27,18,1,3,25,2,9,3,21,1,2,12,Trusted
280,5,2,6,3,3,18,10,11,2,2,9,2,5,2,13,3,3,7,Trusted
281,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
282,13,2,13,3,8,66,50,16,1,2,31,2,13,2,24,3,1,15,Trusted
283,5,1,6,2,2,17,10,8,1,1,9,2,5,1,12,3,3,6,Trusted
284,9,4,9,5,5,37,23,21,2,4,23,2,9,4,22,1,3,13,Trusted
285,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
286,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
287,5,0,5,1,1,11,5,5,0,0,5,2,5,0,10,0,5,5,Trusted
288,6,1,6,2,2,17,9,9,1,1,9,2,6,1,13,3,3,7,Trusted
289,7,2,9,3,4,28,19,12,2,2,15,2,7,2,17,6,3,9,Uncertain
290,7,2,10,3,4,29,20,12,2,2,15,2,7,2,18,5,5,9,Uncertain
291,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
292,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
293,9,4,9,5,6,34,21,21,2,4,20,2,9,4,22,4,2,13,Trusted
294,5,2,6,3,3,22,14,11,1,2,13,2,5,2,13,1,2,7,Trusted
295,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
296,6,1,6,2,2,17,9,9,1,1,9,2,6,1,13,3,3,7,Trusted
297,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
298,9,3,11,4,6,36,25,16,2,3,20,2,9,3,21,8,3,12,Uncertain
299,6,1,6,2,2,17,9,9,1,1,9,2,6,1,13,3,3,7,Trusted
300,4,1,5,2,5,18,15,4,1,1,10,2,4,1,7,3,2,5,Uncertain
301,5,1,5,2,2,15,8,8,1,1,8,2,5,1,11,3,2,6,Trusted
302,6,1,6,2,2,17,9,9,1,1,9,2,6,1,13,3,3,7,Trusted
303,10,4,10,5,6,42,28,22,1,4,26,2,10,4,24,1,2,14,Trusted
304,6,2,6,3,3,22,13,12,1,2,13,2,6,2,14,1,2,8,Trusted
305,7,2,7,3,3,21,11,13,2,2,11,2,7,2,16,4,3,9,Trusted
306,6,1,6,2,2,17,9,9,1,1,9,2,6,1,13,3,3,7,Trusted
307,5,1,5,2,2,15,8,8,1,1,8,2,5,1,11,3,2,6,Trusted
308,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
309,8,4,8,5,5,31,18,20,1,4,18,2,8,4,20,2,3,12,Trusted
310,5,2,6,3,3,18,10,11,2,2,9,2,5,2,13,3,3,7,Trusted
311,4,1,5,2,2,15,9,7,1,1,8,2,4,1,10,3,2,5,Trusted
312,5,1,5,2,2,15,8,8,1,1,8,2,5,1,11,3,2,6,Trusted
313,5,1,5,2,2,15,8,8,1,1,8,2,5,1,11,3,2,6,Trusted
314,7,1,7,2,2,19,10,10,1,1,10,2,7,1,15,3,4,8,Trusted
315,6,1,6,2,2,17,9,9,1,1,9,2,6,1,13,3,3,7,Trusted
316,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
317,5,2,5,3,3,16,8,11,1,2,8,2,5,2,12,3,2,7,Trusted
318,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
319,10,5,10,6,7,38,23,25,3,5,22,2,10,5,25,3,3,15,Trusted
320,5,1,5,2,4,16,11,8,1,1,9,2,5,1,11,2,3,6,Trusted
321,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
322,8,2,8,3,4,31,21,13,1,2,19,2,8,2,17,1,2,10,Trusted
323,6,1,7,2,2,19,11,9,1,1,10,2,6,1,14,3,4,7,Trusted
324,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
325,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
326,4,2,6,3,3,18,11,10,2,2,9,2,4,2,12,3,3,6,Uncertain
327,4,1,5,2,2,15,9,7,1,1,8,2,4,1,10,3,2,5,Trusted
328,7,3,8,4,5,32,13,9,1,3,19,2,7,3,10,1,2,10,Uncertain
329,7,0,8,1,5,27,23,4,0,0,8,2,7,0,12,0,7,7,Uncertain
330,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
331,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
332,5,2,7,3,3,17,8,10,1,2,7,2,5,2,12,0,7,7,Uncertain
333,10,2,10,3,4,48,36,16,1,2,24,2,10,2,22,4,1,12,Trusted
334,8,2,8,3,3,27,16,14,1,2,16,2,8,2,18,2,3,10,Trusted
335,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
336,5,1,5,2,2,15,8,8,1,1,8,2,5,1,11,3,2,6,Trusted
337,8,1,8,2,3,24,15,11,1,1,14,2,8,1,17,5,3,9,Trusted
338,6,2,7,3,4,22,14,11,1,2,11,2,6,2,14,4,3,8,Uncertain
339,7,1,7,2,2,21,12,10,1,1,12,2,7,1,15,5,2,8,Trusted
340,8,3,8,4,4,34,22,17,1,3,22,2,8,3,19,1,2,11,Trusted
341,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
342,8,1,9,2,4,29,21,8,1,1,16,2,8,1,15,6,3,9,Uncertain
343,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
344,7,0,9,1,2,29,22,6,0,0,9,2,7,0,15,0,9,7,Uncertain
345,12,4,13,5,9,64,51,20,1,4,43,2,12,4,25,1,1,16,Uncertain
346,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
347,8,1,9,2,6,32,26,8,1,1,20,2,8,1,15,8,1,9,Uncertain
348,4,1,4,2,2,13,7,7,1,1,7,2,4,1,9,3,1,5,Trusted
349,9,2,9,3,3,30,18,15,1,2,18,2,9,2,20,3,3,11,Trusted
350,6,1,6,2,2,17,9,9,1,1,9,2,6,1,13,3,3,7,Trusted
351,9,4,10,5,7,35,17,10,3,4,19,2,9,4,13,6,3,13,Uncertain
352,4,1,4,2,2,13,7,7,1,1,7,2,4,1,9,3,1,5,Trusted
353,3,1,4,2,2,13,8,6,1,1,7,2,3,1,8,3,1,4,Uncertain
354,4,2,4,3,3,15,8,10,1,2,8,2,4,2,10,2,1,6,Trusted
355,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
356,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
357,19,4,23,5,22,139,101,26,4,4,92,2,19,4,38,1,2,23,Trusted
358,4,1,4,2,2,13,7,7,1,1,7,2,4,1,9,3,1,5,Trusted
359,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
360,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
361,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
362,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
363,3,1,4,2,3,14,10,5,1,1,7,2,3,1,7,3,1,4,Uncertain
364,5,1,5,2,2,15,8,8,1,1,8,2,5,1,11,3,2,6,Trusted
365,9,4,9,5,5,33,19,21,2,4,19,2,9,4,22,2,3,13,Trusted
366,4,1,5,2,2,15,9,7,1,1,8,2,4,1,10,3,2,5,Trusted
367,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
368,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
369,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
370,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
371,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
372,5,2,6,3,4,21,14,10,1,2,11,2,5,2,12,5,1,7,Uncertain
373,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
374,5,2,6,3,3,23,15,11,1,2,14,2,5,2,13,2,1,7,Trusted
375,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
376,3,1,4,2,2,13,8,6,1,1,7,2,3,1,8,3,1,4,Uncertain
377,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
378,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
379,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
380,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
381,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
382,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
383,4,1,4,2,2,13,7,7,1,1,7,2,4,1,9,3,1,5,Trusted
384,11,3,11,4,7,44,26,13,2,3,26,2,11,3,18,5,1,14,Trusted
385,4,1,4,2,2,13,7,7,1,1,7,2,4,1,9,3,1,5,Trusted
386,2,1,2,2,3,9,6,4,1,1,2,2,2,1,4,0,2,3,Uncertain
387,1,0,1,1,1,4,2,1,0,0,1,2,1,0,2,0,1,1,Trusted
388,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
389,7,3,7,4,4,30,19,16,1,3,19,2,7,3,17,1,2,10,Trusted
390,4,1,4,2,3,13,8,7,1,1,7,2,4,1,9,2,2,5,Trusted
391,7,3,7,4,5,25,15,16,2,3,14,2,7,3,17,6,1,10,Trusted
392,4,1,4,2,2,13,7,7,1,1,7,2,4,1,9,3,1,5,Trusted
393,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
394,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
395,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
396,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
397,4,1,4,2,2,17,11,7,1,1,7,2,4,1,9,3,1,5,Trusted
398,9,4,9,5,7,46,34,21,3,4,18,2,9,4,22,2,3,13,Trusted
399,2,1,2,2,3,9,6,4,1,1,2,2,2,1,4,0,2,3,Uncertain
400,4,1,4,2,2,13,7,7,1,1,7,2,4,1,9,3,1,5,Trusted
401,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
402,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
403,3,1,4,2,2,13,8,6,1,1,7,2,3,1,8,3,1,4,Uncertain
404,4,1,4,2,2,13,7,7,1,1,7,2,4,1,9,3,1,5,Trusted
405,9,2,21,3,12,110,47,2,1,2,58,2,9,2,11,4,1,11,Uncertain
406,10,1,10,2,12,42,28,0,0,1,16,2,10,1,7,1,7,11,Uncertain
407,14,3,22,4,15,105,41,7,2,3,61,2,14,3,16,2,6,17,Uncertain
408,3,0,3,1,3,12,10,1,0,0,3,2,3,0,4,0,3,3,Uncertain
409,17,3,21,4,21,132,31,3,1,3,72,2,17,3,8,1,1,20,Uncertain
410,12,1,12,2,4,39,27,15,1,1,25,2,12,1,25,11,1,13,Trusted
411,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
412,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
413,11,0,11,1,3,36,26,9,0,0,11,2,11,0,20,0,11,11,Trusted
414,8,1,20,2,10,104,0,9,0,0,0,2,0,0,15,4,0,9,Trusted
415,16,2,20,3,19,126,50,9,1,2,49,2,16,2,17,1,0,18,Uncertain
416,14,1,14,2,2,34,18,17,1,1,18,2,14,1,29,4,10,15,Trusted
417,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
418,9,1,9,2,3,44,34,11,1,1,14,2,9,1,18,5,4,10,Trusted
419,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
420,7,0,8,1,4,28,23,7,0,0,10,2,7,0,15,0,8,7,Trusted
421,9,0,9,1,4,31,24,6,0,0,9,2,9,0,15,0,9,9,Uncertain
422,7,1,7,2,2,19,10,10,1,1,10,2,7,1,15,3,4,8,Trusted
423,6,1,6,2,2,17,9,9,1,1,9,2,6,1,13,3,3,7,Trusted
424,4,0,4,1,5,17,16,3,0,0,6,2,4,0,7,0,4,4,Uncertain
425,10,7,10,8,11,46,31,30,4,7,21,2,10,7,26,3,3,17,Trusted
426,1,0,1,1,2,5,4,0,0,0,1,2,1,0,1,0,1,1,Uncertain
427,8,0,8,1,4,27,17,7,0,0,7,2,8,0,14,0,6,8,Trusted
428,10,1,10,2,5,34,25,12,1,1,14,2,10,1,20,3,6,11,Trusted
429,17,5,18,6,8,64,43,32,4,5,31,2,17,5,40,7,5,22,Trusted
430,3,0,3,1,2,11,8,3,0,0,3,2,3,0,6,0,3,3,Trusted
431,14,3,14,4,10,51,39,22,3,3,24,2,14,3,30,6,7,17,Trusted
432,8,2,8,3,4,37,27,13,1,2,17,2,8,2,17,3,2,10,Trusted
433,6,2,9,3,5,34,27,11,2,2,18,2,6,2,16,3,2,8,Trusted
434,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
435,4,0,4,1,2,14,10,3,0,0,4,2,4,0,7,0,4,4,Uncertain
436,3,0,4,1,3,15,13,2,0,0,4,2,3,0,6,0,4,3,Uncertain
437,5,1,5,2,3,18,6,1,0,1,5,2,5,1,3,0,5,6,Uncertain
438,12,3,12,4,8,43,31,21,3,3,21,2,12,3,27,6,5,15,Trusted
439,9,3,9,4,9,36,28,12,2,3,15,2,9,3,17,5,4,12,Uncertain
440,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
441,3,0,3,1,4,13,12,3,0,0,5,2,3,0,6,0,3,3,Trusted
442,7,0,7,1,3,24,18,6,0,0,7,2,7,0,13,0,7,7,Trusted
443,7,1,7,2,2,26,17,10,1,1,10,2,7,1,15,3,4,8,Trusted
444,4,0,4,1,2,13,9,4,0,0,4,2,4,0,8,0,3,4,Trusted
445,9,1,9,2,4,29,20,11,1,1,17,2,9,1,18,7,2,10,Trusted
446,7,1,7,2,3,20,12,10,1,1,11,2,7,1,15,3,4,8,Trusted
447,11,6,11,7,8,46,28,24,2,6,27,2,11,6,24,5,1,17,Trusted
448,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
449,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
450,6,1,6,2,2,17,9,9,1,1,9,2,6,1,13,3,3,7,Trusted
451,7,1,7,2,2,19,10,10,1,1,10,2,7,1,15,3,4,8,Trusted
452,6,2,8,3,3,23,14,12,2,2,12,2,6,2,16,4,4,8,Uncertain
453,6,1,6,2,2,17,9,9,1,1,9,2,6,1,13,3,3,7,Trusted
454,5,1,5,2,2,15,8,8,1,1,8,2,5,1,11,3,2,6,Trusted
455,5,1,5,2,2,15,8,8,1,1,8,2,5,1,11,3,2,6,Trusted
456,8,2,9,3,4,31,21,14,1,2,19,2,8,2,19,3,3,10,Trusted
457,6,1,6,2,2,17,9,9,1,1,9,2,6,1,13,3,3,7,Trusted
458,16,8,16,9,11,108,85,40,1,8,81,2,16,8,40,2,2,24,Trusted
459,9,2,9,3,3,30,18,15,1,2,18,2,9,2,20,3,3,11,Trusted
460,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
461,15,3,15,4,6,57,40,24,1,3,36,2,15,3,33,3,3,18,Trusted
462,5,1,5,2,2,15,8,8,1,1,8,2,5,1,11,3,2,6,Trusted
463,4,1,5,2,2,15,9,7,1,1,9,2,4,1,10,4,1,5,Trusted
464,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
465,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
466,7,2,7,3,3,24,14,13,1,2,14,2,7,2,16,1,3,9,Trusted
467,5,1,5,2,2,15,8,8,1,1,8,2,5,1,11,3,2,6,Trusted
468,3,0,4,1,1,8,4,3,0,0,4,2,3,0,7,0,4,3,Trusted
469,6,1,6,2,2,17,9,9,1,1,9,2,6,1,13,3,3,7,Trusted
470,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
471,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
472,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
473,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
474,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
475,9,3,9,4,4,36,23,18,1,3,23,2,9,3,21,1,3,12,Trusted
476,6,1,6,2,2,15,7,9,1,1,7,2,6,1,13,1,5,7,Trusted
477,6,2,8,3,3,24,15,12,2,2,13,2,6,2,16,5,3,8,Uncertain
478,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
479,9,2,9,3,3,30,18,15,1,2,18,2,9,2,20,3,3,11,Trusted
480,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
481,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
482,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
483,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
484,5,1,5,2,2,15,8,8,1,1,8,2,5,1,11,3,2,6,Trusted
485,4,1,4,2,2,13,7,7,1,1,7,2,4,1,9,3,1,5,Trusted
486,9,3,9,4,5,32,20,18,2,3,19,2,9,3,21,3,3,12,Trusted
487,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
488,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
489,4,1,5,2,2,15,9,7,1,1,8,2,4,1,10,3,2,5,Trusted
490,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
491,7,3,9,4,4,36,25,16,1,3,24,2,7,3,19,4,1,10,Trusted
492,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
493,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
494,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
495,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
496,6,1,6,2,2,17,9,9,1,1,9,2,6,1,13,3,3,7,Trusted
497,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
498,5,1,5,2,2,15,8,8,1,1,8,2,5,1,11,3,2,6,Trusted
499,10,3,10,4,4,32,18,19,2,3,18,2,10,3,23,4,4,13,Trusted
500,8,2,8,3,3,28,17,14,1,2,17,2,8,2,18,3,2,10,Trusted
501,5,1,5,2,3,16,10,7,1,1,9,2,5,1,10,4,1,6,Trusted
502,5,1,5,2,2,15,8,8,1,1,8,2,5,1,11,3,2,6,Trusted
503,4,1,5,2,2,15,9,7,1,1,9,2,4,1,10,4,1,5,Trusted
504,4,1,5,2,2,15,9,7,1,1,9,2,4,1,10,4,1,5,Trusted
505,5,1,6,2,2,17,10,8,1,1,9,2,5,1,12,3,3,6,Trusted
506,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
507,3,0,4,1,1,8,4,3,0,0,4,2,3,0,7,0,4,3,Trusted
508,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
509,9,2,9,3,3,30,18,15,1,2,18,2,9,2,20,3,3,11,Trusted
510,3,0,4,1,1,8,4,3,0,0,4,2,3,0,7,0,4,3,Uncertain
511,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
512,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
513,5,1,6,2,2,17,10,8,1,1,9,2,5,1,12,3,3,6,Trusted
514,3,0,4,1,1,8,4,3,0,0,4,2,3,0,7,0,4,3,Uncertain
515,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
516,3,0,4,1,1,8,4,3,0,0,4,2,3,0,7,0,4,3,Trusted
517,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
518,5,1,6,2,2,17,10,8,1,1,9,2,5,1,12,3,3,6,Trusted
519,3,0,4,1,1,8,4,3,0,0,4,2,3,0,7,0,4,3,Trusted
520,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
521,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
522,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
523,3,0,4,1,1,8,4,3,0,0,4,2,3,0,7,0,4,3,Trusted
524,3,0,4,1,1,8,4,3,0,0,4,2,3,0,7,0,4,3,Trusted
525,10,4,11,5,6,50,36,22,1,4,34,2,10,4,25,2,1,14,Trusted
526,9,2,9,3,5,29,19,14,2,2,17,2,9,2,19,7,2,11,Trusted
527,8,3,8,4,5,35,24,17,1,3,24,2,8,3,19,2,1,11,Trusted
528,4,1,5,2,2,15,9,7,1,1,9,2,4,1,10,4,1,5,Trusted
529,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
530,18,6,18,7,9,75,52,36,1,6,48,2,18,6,42,3,3,24,Trusted
531,4,0,5,1,1,10,5,4,0,0,5,2,4,0,9,0,5,4,Trusted
532,9,3,9,4,6,36,25,17,1,3,22,2,9,3,20,3,1,12,Trusted
533,3,0,4,1,1,8,4,3,0,0,4,2,3,0,7,0,4,3,Trusted
534,5,1,6,2,2,16,9,8,1,1,9,2,5,1,12,3,3,6,Trusted
535,3,0,4,1,1,8,4,3,0,0,4,2,3,0,7,0,4,3,Trusted
536,3,0,4,1,1,8,4,3,0,0,4,2,3,0,7,0,4,3,Uncertain
537,5,2,6,3,3,22,14,11,1,2,14,2,5,2,13,2,1,7,Trusted
538,5,1,6,2,2,16,9,8,1,1,9,2,5,1,12,3,3,6,Trusted
539,3,0,4,1,1,8,4,3,0,0,4,2,3,0,7,0,4,3,Trusted
540,9,4,10,5,5,46,32,21,1,4,32,2,9,4,23,3,1,13,Trusted
541,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
542,9,3,9,4,4,37,24,18,1,3,24,2,9,3,21,2,2,12,Trusted
543,8,2,9,3,3,29,18,14,1,2,18,2,8,2,19,3,3,10,Trusted
544,4,1,5,2,2,14,8,7,1,1,8,2,4,1,10,3,2,5,Trusted
545,3,0,4,1,1,8,4,3,0,0,4,2,3,0,7,0,4,3,Uncertain
546,5,1,5,2,3,16,10,7,1,1,9,2,5,1,10,4,1,6,Trusted
547,3,0,4,1,1,8,4,3,0,0,4,2,3,0,7,0,4,3,Uncertain
548,4,1,5,2,2,15,9,7,1,1,9,2,4,1,10,4,1,5,Trusted
549,3,0,4,1,1,8,4,3,0,0,4,2,3,0,7,0,4,3,Trusted
550,4,1,5,2,2,15,9,7,1,1,9,2,4,1,10,4,1,5,Trusted
551,3,0,4,1,1,8,4,3,0,0,4,2,3,0,7,0,4,3,Trusted
552,3,0,4,1,1,8,4,3,0,0,4,2,3,0,7,0,4,3,Trusted
553,4,0,5,1,1,10,5,4,0,0,5,2,4,0,9,0,5,4,Trusted
554,5,2,6,3,3,22,14,11,1,2,14,2,5,2,13,2,1,7,Trusted
555,3,0,4,1,1,8,4,3,0,0,4,2,3,0,7,0,4,3,Trusted
556,9,2,9,3,4,31,20,14,1,2,19,2,9,2,19,4,2,11,Trusted
557,3,0,4,1,1,8,4,3,0,0,4,2,3,0,7,0,4,3,Trusted
558,5,1,5,2,3,16,10,7,1,1,9,2,5,1,10,4,1,6,Trusted
559,3,0,4,1,1,8,4,3,0,0,4,2,3,0,7,0,4,3,Uncertain
560,6,2,7,3,5,24,17,12,2,2,15,2,6,2,15,6,1,8,Trusted
561,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
562,4,0,5,1,1,10,5,4,0,0,5,2,4,0,9,0,5,4,Trusted
563,4,1,5,2,2,14,8,7,1,1,8,2,4,1,10,3,2,5,Trusted
564,3,0,4,1,1,8,4,3,0,0,4,2,3,0,7,0,4,3,Trusted
565,3,0,4,1,1,8,4,3,0,0,4,2,3,0,7,0,4,3,Trusted
566,4,1,5,2,2,14,8,7,1,1,8,2,4,1,10,3,2,5,Trusted
567,3,0,4,1,1,8,4,3,0,0,4,2,3,0,7,0,4,3,Uncertain
568,5,1,6,2,2,16,9,8,1,1,9,2,5,1,12,3,3,6,Trusted
569,3,0,4,1,1,8,4,3,0,0,4,2,3,0,7,0,4,3,Trusted
570,13,7,14,8,8,88,67,34,1,7,67,2,13,7,34,2,1,20,Trusted
571,3,0,4,1,1,8,4,3,0,0,4,2,3,0,7,0,4,3,Trusted
572,3,0,4,1,1,8,4,3,0,0,4,2,3,0,7,0,4,3,Trusted
573,3,0,4,1,1,8,4,3,0,0,4,2,3,0,7,0,4,3,Trusted
574,4,1,4,2,2,13,7,7,1,1,7,2,4,1,9,3,1,5,Trusted
575,4,1,5,2,2,14,8,7,1,1,8,2,4,1,10,3,2,5,Trusted
