,"('act', '{<QualifiedName: pgo:BallCollection>}')","('act', '{<QualifiedName: pgo:PokemonCapture>}')","('act', '{<QualifiedName: pgo:PokemonDispose>}')","('ent', '{<QualifiedName: pgo:Player>}')","('ent', '{<QualifiedName: pgo:PokemonNormal>}')","('ent', '{<QualifiedName: pgo:PokemonWeak>}')","('ent', '{<QualifiedName: pgo:Pokestop>}')","[('der', 'der'), ('der', 'der'), (('ent', '{<QualifiedName: pgo:Pokestop>}'), ('ent', '{<QualifiedName: pgo:Player>}'))]","[('gen', 'der'), ('usd', 'der'), (('ent', '{<QualifiedName: pgo:PokemonNormal>}'), ('ent', '{<QualifiedName: pgo:Pokestop>}'))]","[('gen', 'der'), ('usd', 'der'), (('ent', '{<QualifiedName: pgo:PokemonWeak>}'), ('ent', '{<QualifiedName: pgo:PokemonWeak>}'))]","[('gen', 'der'), ('usd', 'der'), (('ent', '{<QualifiedName: pgo:PokemonWeak>}'), ('ent', '{<QualifiedName: pgo:Pokestop>}'))]","[('gen', 'der'), ('usd', 'der'), (('ent', '{<QualifiedName: pgo:Pokestop>}'), ('ent', '{<QualifiedName: pgo:PokemonNormal>}'))]","[('gen', 'der'), ('usd', 'der'), (('ent', '{<QualifiedName: pgo:Pokestop>}'), ('ent', '{<QualifiedName: pgo:PokemonWeak>}'))]","[('gen', 'gen'), ('usd', 'usd'), (('ent', '{<QualifiedName: pgo:Pokestop>}'), ('ent', '{<QualifiedName: pgo:Player>}'))]","[('usd', 'usd'), ('der', 'der'), (('ent', '{<QualifiedName: pgo:PokemonWeak>}'), ('ent', '{<QualifiedName: pgo:Pokestop>}'))]","[('usd', 'usd'), ('der', 'der'), (('ent', '{<QualifiedName: pgo:Pokestop>}'), ('ent', '{<QualifiedName: pgo:Player>}'))]","[('usd', 'usd'), ('der', 'der'), (('ent', '{<QualifiedName: pgo:Pokestop>}'), ('ent', '{<QualifiedName: pgo:PokemonWeak>}'))]","[['der', 'der', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')]]","[['der', 'der', ('ent', '{<QualifiedName: pgo:Pokestop>}')]]","[['gen', 'usd', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')]]","[['gen', 'usd', ('ent', '{<QualifiedName: pgo:Pokestop>}')]]","[['gen', ('act', '{<QualifiedName: pgo:BallCollection>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')], ['der', ('ent', '{<QualifiedName: pgo:Pokestop>}')]]","[['gen', ('act', '{<QualifiedName: pgo:BallCollection>}')], ['der', ('ent', '{<QualifiedName: pgo:Pokestop>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')]]","[['gen', ('act', '{<QualifiedName: pgo:PokemonCapture>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')], ['der', ('ent', '{<QualifiedName: pgo:PokemonNormal>}')]]","[['gen', ('act', '{<QualifiedName: pgo:PokemonCapture>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')], ['der', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')]]","[['gen', ('act', '{<QualifiedName: pgo:PokemonCapture>}')], ['der', ('ent', '{<QualifiedName: pgo:PokemonNormal>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')]]","[['gen', ('act', '{<QualifiedName: pgo:PokemonCapture>}')], ['der', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')]]","[['gen', ('act', '{<QualifiedName: pgo:PokemonCapture>}')], ['inv', ('act', '{<QualifiedName: pgo:PokemonDispose>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')], ['der', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')]]","[['gen', ('act', '{<QualifiedName: pgo:PokemonCapture>}')], ['inv', ('act', '{<QualifiedName: pgo:PokemonDispose>}')], ['der', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')]]","[['gen', ('act', '{<QualifiedName: pgo:PokemonDispose>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')]]","[['usd', 'der', ('ent', '{<QualifiedName: pgo:PokemonNormal>}')]]","[['usd', 'der', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')]]","[['usd', 'der', ('ent', '{<QualifiedName: pgo:Pokestop>}')]]","[['usd', ('ent', '{<QualifiedName: pgo:Player>}')], ['usd', ('ent', '{<QualifiedName: pgo:PokemonNormal>}')]]","[['usd', ('ent', '{<QualifiedName: pgo:Player>}')], ['usd', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')]]","[['usd', ('ent', '{<QualifiedName: pgo:Player>}')], ['usd', ('ent', '{<QualifiedName: pgo:Pokestop>}')]]","[['usd', ('ent', '{<QualifiedName: pgo:PokemonNormal>}')], ['usd', ('ent', '{<QualifiedName: pgo:Player>}')]]","[['usd', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')], ['usd', ('ent', '{<QualifiedName: pgo:Player>}')]]","[['usd', ('ent', '{<QualifiedName: pgo:Pokestop>}')], ['usd', ('ent', '{<QualifiedName: pgo:Player>}')]]",label
507,9,5,0,15,2,0,14,0,2,0,0,2,0,0,0,0,0,0,2,0,2,6,12,0,0,2,0,0,0,0,1,0,4,0,0,5,1,0,4,Valor
508,9,8,0,18,8,4,15,2,4,2,2,4,0,0,1,1,0,0,0,0,2,6,12,3,3,5,1,0,0,0,4,1,4,1,2,4,3,0,5,Valor
509,8,4,0,13,6,0,13,0,2,0,0,4,0,2,0,1,0,0,2,0,0,6,10,4,0,2,0,0,0,0,2,0,4,1,0,4,2,0,4,Mystic
510,9,7,2,19,6,4,13,2,2,0,0,4,0,0,0,1,1,0,1,4,0,4,14,1,0,5,3,1,0,2,2,2,1,1,2,4,2,1,5,Mystic
511,9,4,0,14,4,4,14,2,2,0,2,2,0,2,0,1,0,0,2,2,4,6,12,2,1,2,3,0,0,0,1,1,4,1,1,4,1,1,5,Instinct
512,10,8,3,22,8,2,15,0,4,0,0,2,0,0,0,1,0,0,3,2,2,6,14,4,0,1,2,0,0,3,3,0,4,5,1,5,2,0,5,Instinct
513,6,7,2,16,6,4,11,0,2,0,0,2,4,0,0,1,0,0,2,2,0,3,9,1,2,4,1,1,0,2,4,2,4,2,2,2,2,1,4,Mystic
514,11,7,2,21,2,10,20,0,0,0,6,2,4,0,1,1,1,0,3,4,2,6,16,0,4,2,4,2,0,2,1,3,8,1,4,6,0,3,5,Instinct
515,15,8,0,24,4,10,22,2,0,4,2,2,2,0,0,1,0,0,8,4,4,10,20,1,3,3,7,0,0,0,2,4,6,0,4,7,2,1,8,Valor
516,8,7,2,18,6,6,15,0,0,0,4,4,2,0,0,1,0,0,3,2,2,3,13,3,1,2,4,1,0,2,2,2,5,3,2,3,1,2,5,Mystic
517,7,3,0,11,4,2,12,0,0,0,0,2,0,0,0,1,0,0,2,0,2,3,11,3,1,1,1,0,0,0,2,1,3,1,0,5,1,1,2,Valor
518,11,9,0,21,6,6,18,2,2,0,0,4,4,2,0,1,0,2,2,2,2,6,16,1,3,5,3,0,0,0,3,3,5,1,3,5,2,0,6,Valor
519,7,3,0,11,0,2,13,0,0,0,0,0,2,0,0,1,0,0,2,0,2,3,11,0,2,0,0,0,0,0,0,1,4,0,1,5,0,0,2,Instinct
520,10,9,4,24,10,6,14,0,0,0,0,2,2,2,0,1,0,2,5,6,0,6,14,1,3,5,3,0,0,4,6,1,2,3,3,5,6,0,5,Mystic
521,10,9,4,24,6,4,17,2,2,0,0,4,0,2,1,1,1,0,1,4,4,6,14,2,1,3,2,1,0,4,2,1,5,1,3,5,3,0,5,Mystic
522,12,10,5,28,10,4,18,2,0,2,0,2,2,2,2,0,0,0,7,0,0,9,15,2,0,5,2,0,2,5,4,2,3,6,1,6,2,3,6,Instinct
523,5,6,2,14,0,12,10,0,0,4,4,0,6,0,1,0,0,1,1,2,0,2,8,0,4,0,6,2,0,2,0,6,3,0,3,3,0,5,2,Mystic
524,8,9,4,22,2,8,12,2,0,2,0,0,2,2,0,1,1,2,3,6,2,6,10,0,1,2,3,0,4,4,0,4,2,1,5,3,0,3,5,Instinct
525,6,4,0,11,2,2,10,2,0,0,0,2,0,2,0,1,0,0,2,2,2,3,9,0,1,2,1,0,0,0,1,1,2,1,0,4,0,1,2,Instinct
526,11,10,5,27,10,8,18,2,2,0,4,6,0,2,0,0,0,2,3,2,6,8,14,2,2,5,4,1,1,5,4,3,4,2,5,6,6,1,5,Mystic
527,5,7,2,15,6,6,9,2,0,0,2,4,2,0,0,1,0,2,0,2,0,3,7,2,2,2,4,0,0,2,3,1,2,3,2,2,2,1,3,Mystic
528,7,3,0,11,0,4,12,2,0,0,4,0,4,0,0,1,0,0,2,0,2,3,11,0,3,0,1,0,0,0,0,2,3,0,1,5,0,1,2,Instinct
529,13,10,5,29,10,8,21,0,0,2,2,4,4,2,0,1,1,0,8,2,4,10,16,1,2,8,2,3,1,5,2,4,4,4,6,6,2,2,7,Instinct
530,12,7,0,20,6,4,16,2,0,0,0,4,0,0,0,1,0,2,6,2,2,6,18,3,2,3,2,0,0,0,3,2,3,1,2,7,2,0,5,Valor
531,7,6,1,15,12,0,13,0,6,0,0,4,0,0,0,0,0,0,2,0,2,4,10,4,0,7,0,0,0,1,5,0,5,4,0,3,3,0,4,Instinct
532,9,7,0,17,4,0,16,0,2,0,0,2,0,0,0,1,0,0,4,0,0,4,14,0,0,4,0,0,0,0,2,0,5,1,0,4,1,0,5,Valor
533,6,4,0,11,0,6,9,0,0,0,0,0,2,2,0,1,0,0,4,4,0,3,9,0,3,0,3,0,0,0,0,2,2,0,2,4,0,1,2,Valor
534,6,8,0,15,8,8,10,0,2,2,0,4,2,0,0,1,0,0,2,0,0,3,9,4,2,4,6,0,0,0,4,4,2,2,3,2,2,1,4,Valor
535,12,7,0,20,12,0,18,2,2,0,0,6,0,0,0,1,0,0,6,0,4,6,18,6,0,6,0,0,0,0,6,0,4,4,0,7,2,0,5,Valor
536,12,4,0,17,4,4,19,0,2,0,2,4,2,2,0,1,0,0,4,2,0,7,17,3,0,1,4,0,0,0,2,1,6,1,1,6,1,1,6,Valor
537,8,6,0,15,6,6,14,2,4,0,2,2,6,0,0,0,0,0,0,4,0,4,12,2,3,4,3,0,0,0,2,3,4,2,1,4,1,2,4,Valor
538,12,5,0,18,0,8,16,0,0,2,2,0,4,0,0,0,0,0,2,4,0,9,15,0,1,0,7,0,0,0,0,4,2,0,1,7,0,3,5,Mystic
539,7,6,2,16,0,6,12,0,0,0,2,0,6,0,0,0,0,0,4,2,0,4,10,0,1,0,3,2,0,2,0,4,4,0,2,3,0,3,4,Mystic
540,13,13,9,36,6,14,18,0,0,0,4,2,0,2,2,0,0,4,3,10,2,11,15,1,5,3,2,3,4,9,3,7,3,4,7,6,1,7,7,Instinct
541,10,9,0,20,6,8,16,0,0,0,4,0,6,2,0,1,0,2,4,0,2,6,14,0,4,6,4,0,0,0,3,4,5,1,2,6,2,2,4,Valor
542,6,5,0,12,2,2,12,0,2,0,0,0,2,2,0,1,0,0,0,0,0,6,6,0,0,2,2,0,0,0,1,1,4,1,1,3,0,0,3,Mystic
543,4,3,0,8,0,4,7,0,0,0,0,0,4,2,0,1,0,0,0,2,0,4,4,0,1,0,3,0,0,0,0,2,1,0,1,2,0,1,2,Instinct
544,3,0,0,4,0,0,6,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,Mystic
545,7,8,4,20,6,6,11,0,0,0,2,4,0,2,1,0,0,1,3,2,2,5,9,1,0,4,4,1,1,4,3,3,2,3,2,4,1,3,3,Mystic
546,12,8,3,24,2,12,16,0,0,0,2,0,2,0,0,0,0,5,3,6,4,10,14,1,3,0,8,1,0,3,0,5,2,2,3,6,0,4,6,Mystic
547,6,3,0,10,2,2,9,2,0,0,0,2,0,2,0,1,0,0,4,2,0,6,6,1,0,1,2,0,0,0,1,1,2,1,1,3,0,0,3,Instinct
548,7,6,0,14,8,2,12,2,4,0,0,4,2,2,0,1,0,0,0,2,0,6,8,3,0,5,2,0,0,0,4,1,4,1,1,4,3,0,3,Valor
549,5,3,0,9,4,2,10,0,2,0,2,4,0,2,0,1,0,0,0,0,0,4,6,2,1,2,1,0,0,0,2,1,3,2,1,2,0,0,3,Valor
550,9,8,4,22,6,6,14,0,2,2,0,4,2,2,0,0,0,1,5,2,0,5,13,2,2,3,2,2,0,4,2,3,3,2,3,4,2,2,5,Mystic
551,4,5,0,10,6,2,8,0,0,0,2,2,0,2,0,1,0,0,0,0,0,4,4,3,0,3,2,0,0,0,2,1,3,3,1,2,0,0,2,Instinct
552,10,7,3,21,2,8,14,0,0,2,2,0,4,0,0,0,0,2,2,4,0,9,11,0,2,2,3,3,0,3,1,7,3,1,3,5,0,4,5,Instinct
553,6,7,2,16,4,4,7,0,0,0,0,0,0,2,0,0,0,3,0,4,0,6,6,0,2,4,1,0,1,2,2,2,0,0,1,4,2,2,2,Mystic
554,9,10,5,25,10,6,14,0,2,0,0,2,2,0,0,0,0,1,5,4,0,8,10,2,1,5,3,0,2,5,5,3,3,3,2,5,5,3,4,Instinct
555,10,6,0,17,0,4,16,2,0,0,2,0,4,2,0,1,0,0,6,0,0,6,14,0,0,0,4,0,0,0,0,2,5,0,0,6,0,2,4,Valor
556,6,9,4,20,4,12,12,0,2,2,6,0,8,2,1,0,0,0,1,2,2,5,7,2,1,2,7,1,3,4,0,5,4,1,5,4,1,5,2,Mystic
557,9,7,3,20,8,4,16,0,0,0,2,4,0,0,0,0,0,1,4,2,2,9,9,2,0,4,3,1,0,3,4,2,5,4,1,5,2,2,4,Mystic
558,10,9,4,24,10,4,16,0,6,0,0,4,2,2,0,0,0,0,4,4,0,6,14,1,1,6,2,1,0,4,4,1,4,7,0,5,1,3,5,Mystic
559,9,7,2,19,6,4,15,0,2,0,4,2,0,2,0,0,0,1,0,0,2,6,12,2,0,3,3,0,1,2,1,2,4,2,1,5,2,2,4,Mystic
560,9,6,1,17,4,2,14,0,0,0,0,2,2,0,0,0,0,0,6,0,0,10,8,1,0,3,1,0,1,1,2,2,4,1,0,6,1,2,3,Instinct
561,4,6,0,11,6,2,8,0,2,0,2,4,0,2,0,1,0,0,0,0,0,4,4,2,1,4,1,0,0,0,3,1,2,2,1,2,1,0,2,Valor
562,4,3,0,8,0,2,7,0,0,0,0,0,0,2,0,1,0,0,0,0,0,4,4,0,0,0,2,0,0,0,0,1,2,0,0,2,0,1,2,Instinct
563,5,6,2,14,4,2,9,0,0,0,2,0,0,2,0,0,0,0,2,0,2,5,5,2,0,2,2,0,0,2,0,1,2,0,0,3,2,1,2,Mystic
564,5,8,3,17,8,6,9,0,2,0,0,2,4,0,1,0,0,1,1,4,0,7,3,2,1,5,3,0,2,3,3,3,1,1,3,4,4,2,1,Instinct
565,7,11,7,26,10,6,12,0,0,0,0,2,4,0,0,0,1,1,3,6,2,6,8,2,1,4,2,1,2,7,5,4,3,6,3,3,3,3,4,Instinct
566,9,8,3,21,6,6,15,0,0,0,2,4,4,0,0,0,0,1,3,0,0,9,9,1,2,4,2,1,1,3,3,3,3,3,1,5,1,4,4,Mystic
567,12,8,0,21,6,8,17,0,0,0,2,0,4,2,0,1,0,2,2,0,2,9,15,1,2,5,6,0,0,0,3,4,3,2,2,6,1,2,6,Valor
568,8,6,0,15,6,4,15,0,6,0,4,4,2,2,0,1,0,0,0,0,0,6,10,2,1,4,3,0,0,0,2,1,6,1,1,5,2,1,3,Valor
569,8,5,1,15,6,2,13,0,2,0,0,0,0,0,0,0,0,0,2,2,4,9,7,1,0,5,1,1,0,1,2,1,3,1,0,6,2,2,2,Instinct
570,7,6,0,14,4,8,10,2,0,4,0,0,4,2,0,1,0,0,2,2,0,6,8,3,0,1,8,0,0,0,2,4,1,0,2,4,2,2,3,Valor
571,9,8,4,22,6,4,13,0,2,0,4,2,0,2,0,1,0,1,0,0,2,6,12,1,0,3,2,1,1,4,2,2,3,3,2,6,2,2,3,Instinct
572,11,5,0,17,0,6,20,0,0,0,4,0,6,2,0,1,0,0,4,2,0,7,15,0,0,0,6,0,0,0,0,3,8,0,1,6,0,2,5,Mystic
573,11,9,0,21,6,10,17,2,0,2,2,4,4,2,1,1,0,0,6,6,0,7,15,2,3,4,7,0,0,0,3,4,4,2,3,6,1,2,5,Valor
574,8,4,0,13,2,4,14,2,2,2,0,2,2,2,0,1,0,0,2,2,0,7,9,1,0,1,4,0,0,0,1,2,4,0,1,5,1,1,3,Valor
575,10,5,1,17,4,4,18,0,4,0,0,0,2,2,0,1,0,1,2,0,2,6,14,2,1,2,2,0,1,1,2,2,7,0,1,6,2,2,4,Instinct
576,12,9,5,27,6,8,20,0,0,0,4,2,2,2,0,1,0,2,4,2,4,9,15,2,2,3,2,1,3,5,2,6,6,3,3,6,1,5,6,Instinct
577,8,6,0,15,4,8,15,0,2,2,4,4,2,2,0,1,0,0,2,2,0,6,10,2,1,2,7,0,0,0,2,3,6,0,2,5,2,2,3,Valor
578,6,7,2,16,2,6,12,0,2,4,2,0,2,2,0,1,0,0,0,0,2,5,7,0,0,2,4,0,2,2,0,3,5,0,2,3,1,3,3,Instinct
579,9,7,0,17,8,6,14,0,4,0,0,6,2,2,0,1,0,0,4,4,0,6,12,1,3,7,3,0,0,0,3,2,4,1,1,6,3,2,3,Valor
580,12,9,0,22,6,4,19,0,0,2,2,2,0,2,0,1,0,0,2,0,0,9,15,2,3,4,1,0,0,0,2,2,6,3,2,6,0,0,6,Valor
581,8,7,2,18,6,6,14,2,4,0,2,4,2,2,1,1,1,0,1,2,2,6,10,4,0,2,4,0,2,2,3,3,3,2,1,5,1,4,3,Instinct
582,10,8,3,22,0,10,14,0,0,2,0,0,4,2,0,1,0,1,2,6,0,6,14,0,2,0,6,1,1,3,0,5,2,0,3,6,0,4,4,Mystic
583,13,7,0,21,4,6,19,0,0,0,0,2,6,2,0,1,0,0,8,2,0,9,17,0,2,4,4,0,0,0,2,3,4,2,1,6,0,2,7,Valor
584,6,10,0,17,12,6,10,0,2,4,0,4,2,2,0,1,0,0,4,0,0,5,7,4,1,8,5,0,0,0,5,3,3,3,1,3,3,2,3,Valor
585,3,4,0,8,4,2,6,0,2,0,2,2,0,2,0,1,0,0,0,0,0,4,2,3,0,1,2,0,0,0,1,1,2,2,1,1,0,0,2,Valor
586,9,6,2,18,6,6,15,2,2,0,4,6,2,2,1,1,0,1,3,2,2,6,12,1,1,5,3,2,0,2,3,3,4,1,2,6,2,3,3,Instinct
587,6,6,1,14,4,4,10,2,2,0,2,2,0,2,0,1,1,0,1,2,2,5,7,2,0,2,3,0,1,1,2,1,2,1,2,3,1,1,3,Instinct
588,7,6,2,16,4,6,12,0,0,0,2,4,2,2,0,1,0,2,4,4,0,6,8,0,1,3,4,0,1,2,2,2,4,1,2,4,2,2,3,Mystic
589,9,5,1,16,2,6,16,0,2,0,4,0,6,2,0,1,0,0,4,0,4,6,12,1,2,1,3,0,1,1,1,4,5,1,0,6,0,4,3,Instinct
590,10,7,3,21,6,4,15,0,2,0,0,2,0,2,0,1,0,2,5,4,0,6,14,3,0,2,2,0,2,3,3,2,4,3,2,6,1,2,4,Instinct
591,5,2,0,8,4,0,10,0,4,0,0,2,0,2,0,1,0,0,0,0,0,4,6,3,0,1,0,0,0,0,1,0,4,2,0,2,0,0,3,Mystic
592,9,6,2,18,0,8,15,0,0,0,4,0,4,2,0,1,0,1,4,4,2,6,12,0,2,0,5,0,1,2,0,4,4,0,2,6,0,3,3,Mystic
593,9,10,6,26,8,6,15,0,4,0,0,4,4,2,2,1,0,1,6,4,2,6,12,1,1,4,2,0,3,6,4,3,5,2,2,6,5,4,3,Instinct
594,9,4,0,14,4,2,15,0,0,0,0,4,0,2,0,1,0,2,4,2,2,6,12,2,1,2,1,0,0,0,2,1,4,0,0,6,2,1,3,Mystic
595,8,7,3,19,4,10,14,2,2,2,4,2,8,2,2,1,0,0,4,4,0,6,10,3,1,1,6,1,2,3,1,5,4,2,3,5,0,5,3,Instinct
596,12,7,3,23,8,4,19,2,2,0,2,4,0,2,0,1,0,0,6,2,6,9,15,3,0,4,2,1,1,3,4,2,6,4,2,6,1,2,6,Mystic
597,8,10,0,19,6,14,14,0,2,2,8,4,4,2,0,1,1,0,0,0,2,6,10,1,5,5,9,0,0,0,3,5,5,0,5,5,3,2,3,Valor
598,6,4,0,11,2,2,11,2,0,0,2,2,0,2,0,1,0,0,0,0,0,6,6,0,0,2,2,0,0,0,1,0,4,1,0,3,0,1,3,Valor
599,7,9,4,21,2,10,14,0,0,2,4,0,4,2,1,1,1,1,2,2,2,6,8,1,3,1,3,2,2,4,0,4,4,1,4,4,0,5,3,Instinct
600,11,10,5,27,4,8,15,0,0,0,4,0,0,2,0,1,1,4,0,4,2,7,15,1,4,2,3,0,1,5,1,2,3,1,4,6,2,1,5,Mystic
601,10,8,4,23,0,8,15,2,0,2,0,0,0,2,1,1,1,4,2,6,2,6,14,0,3,0,1,3,1,4,0,4,1,0,4,6,0,4,4,Instinct
602,10,5,0,16,4,6,13,2,2,0,0,0,2,2,0,1,0,4,2,4,2,6,14,2,1,2,5,0,0,0,1,3,2,0,1,6,2,2,4,Instinct
603,11,10,0,22,12,4,16,0,2,0,0,2,4,2,0,1,0,0,4,2,0,7,15,3,2,9,2,0,0,0,4,2,4,4,1,6,2,1,5,Valor
604,9,7,2,19,10,4,16,0,6,0,2,2,4,2,0,1,0,0,4,0,4,6,12,3,0,7,2,1,1,2,2,2,6,2,2,6,3,2,3,Instinct
605,10,7,3,21,4,6,16,0,0,0,0,2,2,2,0,1,0,1,8,4,6,6,14,0,3,3,2,1,0,3,2,2,5,1,3,6,2,1,4,Mystic
606,8,7,2,18,6,6,13,0,2,0,2,2,2,2,0,1,0,1,2,2,0,6,10,0,1,6,3,1,1,2,1,3,4,2,2,5,1,3,3,Instinct
607,11,8,3,23,4,6,16,2,0,0,2,0,2,2,0,1,0,1,4,2,2,7,15,0,2,3,2,1,1,3,2,3,4,1,4,6,2,1,5,Instinct
608,9,10,5,25,10,6,15,0,2,0,0,4,4,2,0,1,0,1,7,4,0,6,12,2,2,6,3,1,0,5,4,3,5,4,1,6,3,3,3,Mystic
609,12,10,5,28,6,8,17,2,2,0,2,2,0,2,1,1,0,2,3,4,4,9,15,1,1,3,4,0,3,5,4,4,3,2,4,6,3,3,6,Instinct
610,3,3,0,7,4,0,6,0,0,0,0,2,0,2,0,1,0,0,0,0,0,3,3,0,0,4,0,0,0,0,2,0,1,2,0,1,0,0,2,Mystic
611,7,3,0,11,0,6,12,0,0,0,6,0,4,2,0,1,0,0,2,0,2,7,7,0,0,0,6,0,0,0,0,2,4,0,2,4,0,1,3,Mystic
612,8,10,5,24,6,10,13,0,0,0,0,2,4,2,2,1,1,1,3,8,0,6,10,4,0,1,6,0,4,5,3,4,1,1,5,5,3,4,3,Instinct
613,5,6,0,12,8,2,9,0,0,0,2,2,2,2,0,1,0,0,2,0,0,4,6,4,0,4,2,0,0,0,3,1,3,2,1,2,2,0,3,Valor
614,7,5,0,13,4,6,12,0,2,2,2,4,4,2,0,1,0,0,2,2,0,7,7,2,1,2,5,0,0,0,2,3,3,1,1,4,1,2,3,Mystic
615,11,8,0,20,4,10,19,2,4,4,4,2,6,2,0,1,0,0,2,2,2,7,15,0,5,4,5,0,0,0,2,5,6,1,3,6,1,2,5,Valor
616,7,6,2,16,2,10,11,0,0,2,2,0,4,2,0,1,1,1,4,2,2,6,8,0,3,1,6,0,1,2,2,4,3,1,2,4,1,4,3,Mystic
617,9,8,4,22,4,8,15,0,0,0,4,2,0,2,0,1,0,2,6,2,6,6,12,2,1,1,5,1,1,4,1,3,5,2,2,6,1,4,3,Mystic
618,13,6,2,22,8,2,17,2,0,0,0,2,0,2,0,1,0,2,3,0,4,9,17,1,2,6,0,0,0,2,4,1,1,4,1,6,1,0,7,Mystic
619,4,3,0,8,2,4,8,0,0,0,4,2,2,2,0,1,0,0,0,0,0,4,4,0,3,2,1,0,0,0,1,1,3,0,2,2,1,0,2,Instinct
620,9,4,0,14,2,4,15,0,0,0,2,2,4,2,0,1,0,0,4,0,0,6,12,1,2,1,2,0,0,0,1,2,4,0,0,6,1,2,3,Valor
621,2,5,0,8,4,2,4,0,0,0,0,0,2,2,0,1,0,0,0,0,0,3,1,1,0,3,2,0,0,0,2,1,1,1,0,1,1,1,1,Instinct
622,4,4,0,9,2,4,7,2,2,2,0,0,2,2,0,1,0,0,0,0,0,4,4,0,3,2,1,0,0,0,0,2,2,1,2,2,0,0,2,Instinct
623,14,7,2,24,4,8,18,2,0,0,0,2,2,2,0,1,0,4,2,6,2,9,19,2,2,2,4,0,2,2,2,4,2,1,3,7,1,3,7,Instinct
624,8,7,0,16,4,8,13,0,0,2,4,4,2,2,0,1,0,2,2,2,0,6,10,0,3,4,5,0,0,0,2,4,4,1,0,5,1,4,3,Valor
625,7,6,2,16,6,6,12,0,4,2,0,0,2,2,0,1,0,1,2,2,2,6,8,1,2,5,2,0,2,2,2,4,4,0,3,4,3,2,3,Mystic
626,8,8,4,21,6,4,14,2,4,0,0,0,4,2,0,1,1,0,4,4,2,6,10,2,0,2,2,0,2,4,2,2,3,1,4,5,4,0,3,Instinct
627,9,6,1,17,4,6,15,0,2,2,2,2,4,2,0,1,0,0,4,2,0,6,12,0,3,4,2,0,1,1,2,3,5,0,1,6,2,3,3,Mystic
628,13,6,1,21,8,2,17,2,2,0,0,4,0,2,0,1,0,1,4,2,2,9,17,3,0,5,2,0,0,1,4,0,3,3,1,6,1,0,7,Mystic
629,9,7,2,19,6,2,14,0,2,0,2,4,0,2,1,1,0,0,4,0,0,6,12,1,2,4,0,0,0,2,4,0,4,2,0,6,2,1,3,Mystic
630,8,7,2,18,4,8,13,0,0,0,0,2,4,0,0,1,1,1,5,4,0,3,13,1,2,2,5,1,0,2,2,3,3,2,3,3,1,2,5,Mystic
631,9,10,6,26,10,6,14,0,2,0,2,4,0,2,0,1,0,3,2,4,0,6,12,1,3,6,0,2,1,6,3,4,2,3,4,5,5,2,4,Instinct
632,6,6,1,14,2,6,9,2,0,0,2,0,2,0,0,0,0,0,0,4,0,4,8,1,3,1,2,1,0,1,1,3,2,0,3,3,1,1,3,Instinct
633,10,8,4,23,8,8,17,2,6,2,0,2,4,0,1,1,0,1,3,4,6,6,14,0,4,6,2,1,1,4,4,4,4,3,4,5,3,2,5,Mystic
634,4,4,0,9,6,0,7,0,2,0,0,2,0,2,0,1,0,0,2,0,0,3,5,3,0,3,0,0,0,0,2,0,2,2,0,3,1,0,1,Valor
635,7,8,0,16,8,8,10,0,0,2,2,4,0,0,0,1,0,2,2,0,0,3,11,5,1,3,7,0,0,0,4,2,2,3,2,2,1,2,5,Valor
636,8,7,0,16,4,10,13,2,2,0,6,0,8,0,0,1,0,0,0,0,0,3,13,1,5,3,5,0,0,0,2,4,4,1,3,3,1,2,5,Valor
637,9,4,0,14,4,4,16,0,4,2,0,4,2,2,0,1,0,0,2,2,0,6,12,0,3,4,1,0,0,0,2,2,5,1,1,4,1,1,5,Instinct
638,9,4,0,14,2,6,12,0,0,0,0,0,4,2,0,1,0,0,4,2,0,6,12,2,1,0,5,0,0,0,1,2,2,1,1,4,0,2,5,Instinct
639,4,6,1,12,8,2,7,2,2,0,2,4,0,0,0,0,0,0,0,0,0,1,7,4,1,4,0,0,1,1,2,1,2,3,0,3,1,2,1,Instinct
640,5,8,3,17,4,8,10,0,2,2,2,2,4,0,0,1,1,0,1,2,0,3,7,2,1,2,4,2,1,3,1,3,3,2,4,1,0,3,4,Instinct
