,"[('der', 'gen'), ('der', 'usd'), ('ent', 'ent')]","[['der', 'der', 'ent']]","[['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['gen', 'act']]","[['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['gen', 'act']]","[['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['gen', 'act']]","[['der', 'ent'], ['der', 'ent'], ['gen', 'act']]","[['der', 'ent'], ['gen', 'act']]","[['der', 'ent']]","[['gen', 'usd', 'ent']]","[['usd', 'der', 'ent']]","[['usd', 'ent'], ['usd', 'ent'], ['usd', 'ent'], ['usd', 'ent']]","[['usd', 'ent'], ['usd', 'ent'], ['usd', 'ent']]","[['usd', 'ent'], ['usd', 'ent']]","[['usd', 'ent']]",act,ent,label
335,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
336,2,12,0,1,1,17,11,1,3,9,3,1,2,11,17,32,Trusted
337,2,21,0,1,2,26,19,1,3,14,0,8,3,15,26,50,Trusted
338,2,18,0,0,2,20,15,1,3,12,0,6,3,12,21,39,Trusted
339,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
340,2,10,0,0,1,11,9,1,3,8,0,3,2,9,14,23,Trusted
341,2,12,0,1,1,17,11,1,3,8,3,1,2,10,16,32,Trusted
342,2,12,0,0,1,12,10,1,3,10,0,3,3,10,16,25,Trusted
343,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
344,2,12,0,0,1,12,10,1,3,10,0,3,3,10,16,25,Trusted
345,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
346,2,10,0,0,1,11,9,1,3,8,0,3,2,9,14,23,Trusted
347,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
348,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
349,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
350,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
351,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
352,2,12,0,0,1,12,10,1,3,10,0,3,3,10,16,25,Trusted
353,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
354,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
355,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
356,2,15,0,0,1,19,16,1,3,12,0,6,3,12,21,39,Trusted
357,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
358,2,12,0,0,1,12,10,1,3,10,0,3,3,10,16,25,Trusted
359,0,0,0,0,0,0,4,1,4,0,0,0,0,4,4,6,Uncertain
360,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
361,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
362,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
363,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
364,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
365,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
366,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
367,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
368,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
369,0,0,0,0,0,0,4,1,4,0,0,0,0,4,4,6,Uncertain
370,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
371,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
372,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
373,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
374,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
375,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
376,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
377,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
378,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
379,2,14,0,0,1,13,11,1,3,12,0,3,4,11,18,27,Trusted
380,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
381,2,7,0,0,1,5,6,1,3,5,0,0,2,6,8,14,Trusted
382,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
383,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
384,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
385,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
386,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
387,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
388,0,0,0,0,0,0,4,1,4,0,0,0,0,4,4,6,Uncertain
389,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
390,2,16,0,1,1,22,14,1,3,13,3,3,3,14,23,40,Trusted
391,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
392,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
393,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
394,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
395,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
396,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
397,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
398,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
399,0,0,0,0,0,0,4,1,4,0,0,0,0,4,4,6,Uncertain
400,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
401,2,12,0,0,1,12,10,1,3,10,0,3,3,10,16,25,Trusted
402,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
403,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
404,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
405,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
406,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
407,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
408,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
409,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
410,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
411,2,10,0,0,1,11,9,1,3,8,0,3,2,9,14,23,Trusted
412,2,10,0,0,1,11,9,1,3,7,0,3,2,8,13,23,Trusted
413,2,15,0,0,2,13,11,1,3,10,0,3,3,10,16,28,Trusted
414,2,12,0,0,1,12,10,1,3,10,0,3,3,10,16,25,Trusted
415,2,23,0,2,3,29,19,1,3,15,4,3,3,18,28,55,Trusted
416,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
417,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
418,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
419,2,20,0,2,2,25,16,1,3,14,4,2,3,16,25,47,Trusted
420,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
421,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
422,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
423,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
424,2,17,1,1,1,24,15,1,3,12,1,2,3,15,23,45,Trusted
425,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
426,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
427,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
428,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
429,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
430,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
431,0,0,0,0,0,0,4,1,4,0,0,0,0,4,4,6,Uncertain
432,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
433,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
434,0,0,0,0,0,0,4,1,4,0,0,0,0,4,4,6,Uncertain
435,2,10,0,0,1,11,9,1,3,8,0,3,2,9,14,23,Trusted
436,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
437,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
438,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
439,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
440,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
441,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
442,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
443,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
444,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
445,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
446,2,13,0,0,1,12,11,1,3,9,0,2,3,9,14,26,Trusted
447,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
448,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
449,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
450,2,12,0,0,1,12,14,1,7,10,0,3,3,14,20,29,Uncertain
451,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
452,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
453,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
454,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
455,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
456,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
457,0,0,0,0,0,0,4,1,4,0,0,0,0,4,4,6,Uncertain
458,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
459,2,7,0,0,1,5,6,1,3,5,0,0,2,6,8,14,Trusted
460,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
461,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
462,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
463,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
464,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
465,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
466,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
467,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
468,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
469,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
470,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
471,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
472,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
473,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
474,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
475,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
476,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
477,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
478,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
479,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
480,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
481,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
482,2,15,0,0,1,14,12,1,3,12,0,3,4,11,18,29,Trusted
483,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
484,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
485,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
486,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
487,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
488,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
489,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
490,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
491,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
492,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
493,2,10,0,0,1,11,9,1,3,7,0,3,2,8,13,23,Trusted
494,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
495,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
496,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
497,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
498,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
499,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
500,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
501,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
502,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
503,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
504,2,15,0,1,1,20,13,1,3,12,3,2,3,13,21,37,Trusted
505,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
506,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
507,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
508,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
509,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
510,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
511,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
512,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
513,0,0,0,0,0,0,3,1,3,0,0,0,0,3,3,5,Uncertain
514,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
515,2,12,0,0,1,12,10,1,3,10,0,3,3,10,16,25,Trusted
516,0,0,0,0,0,0,4,1,4,0,0,0,0,4,4,6,Uncertain
517,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
518,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
519,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
520,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
521,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
522,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
523,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
524,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
525,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
526,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
527,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
528,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
529,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
530,2,10,0,0,1,11,9,1,3,8,0,3,2,9,14,23,Trusted
531,2,14,0,0,1,10,10,1,3,12,0,1,5,10,16,23,Trusted
532,2,11,0,1,1,12,10,1,3,8,0,3,2,10,15,26,Trusted
533,2,10,0,0,1,11,9,1,3,8,0,3,2,9,14,23,Trusted
534,2,16,0,1,1,22,14,1,3,13,3,3,3,14,23,40,Trusted
535,2,12,0,0,1,15,11,1,3,10,0,5,2,11,18,29,Trusted
536,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
537,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
538,2,10,0,0,1,11,9,1,3,7,0,3,2,8,13,23,Trusted
539,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
540,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
541,0,0,0,0,0,0,4,1,4,0,0,0,0,4,4,6,Uncertain
542,0,0,0,0,0,0,4,1,4,0,0,0,0,4,4,6,Uncertain
543,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
544,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
545,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
546,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
547,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
548,0,0,0,0,0,0,4,1,4,0,0,0,0,4,4,6,Uncertain
549,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
550,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
551,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
552,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
553,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
554,2,15,1,1,1,27,14,1,3,11,2,1,2,14,22,46,Trusted
555,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
556,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
557,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
558,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
559,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
560,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
561,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
562,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
563,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
564,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
565,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
566,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
567,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
568,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
569,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
570,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
571,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
572,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
573,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
574,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
575,2,14,0,1,3,26,19,1,3,10,1,6,3,16,26,51,Trusted
576,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
577,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
578,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
579,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
580,0,0,0,0,0,0,4,1,4,0,0,0,0,4,4,6,Uncertain
581,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
582,2,11,0,2,2,24,15,1,3,7,5,1,2,13,21,45,Trusted
583,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
584,0,0,0,0,0,0,4,1,4,0,0,0,0,4,4,6,Uncertain
585,2,10,0,0,1,11,9,1,3,8,0,3,2,9,14,23,Trusted
586,0,0,0,0,0,0,4,1,4,0,0,0,0,4,4,6,Uncertain
587,2,10,0,0,1,11,9,1,3,8,0,3,2,9,14,23,Trusted
588,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
589,2,14,0,1,2,23,14,1,3,11,5,1,2,13,21,42,Trusted
590,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
591,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
592,2,6,0,0,0,5,12,1,9,6,0,0,3,12,15,19,Uncertain
593,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
594,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
595,2,7,0,0,0,6,6,1,3,7,0,0,4,6,10,14,Trusted
596,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
597,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
598,0,0,0,0,0,0,4,1,4,0,0,0,0,4,4,6,Uncertain
599,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
600,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
601,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
602,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
603,0,0,0,0,0,0,4,1,4,0,0,0,0,4,4,6,Uncertain
604,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
605,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
606,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
607,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
608,2,10,0,0,1,11,9,1,3,8,0,3,2,9,14,23,Trusted
609,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
610,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
611,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
612,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
613,2,9,0,0,1,12,8,1,3,7,0,4,1,8,13,23,Trusted
614,0,0,0,0,0,0,4,1,4,0,0,0,0,4,4,6,Uncertain
615,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
616,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
617,2,17,0,1,1,23,15,1,3,12,3,3,3,13,22,42,Trusted
618,2,18,0,0,2,16,13,1,3,12,0,4,4,11,19,33,Trusted
619,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
620,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
621,2,12,0,0,1,12,10,1,3,10,0,3,3,10,16,25,Trusted
622,0,0,0,0,0,0,6,1,6,0,0,0,0,6,6,8,Uncertain
623,2,16,0,1,1,22,14,1,3,13,3,3,3,14,23,40,Trusted
624,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
625,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
626,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
627,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
628,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
629,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
630,2,16,1,1,1,29,15,1,3,12,2,2,2,15,24,49,Trusted
631,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
632,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
633,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
634,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
635,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
636,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
637,0,0,0,0,0,0,4,1,4,0,0,0,0,4,4,6,Uncertain
638,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
639,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
640,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
641,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
642,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
643,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
644,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
645,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
646,2,12,1,1,1,15,11,1,3,8,2,1,2,11,16,31,Trusted
647,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
648,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
649,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
650,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
651,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
652,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
653,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
654,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
655,2,8,0,0,1,10,8,1,3,6,0,3,1,8,12,21,Trusted
656,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
657,2,7,0,0,1,8,7,1,3,5,0,2,1,7,10,18,Trusted
658,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
659,2,0,0,0,0,2,5,1,5,0,0,0,0,5,5,9,Trusted
660,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
661,2,14,1,2,4,25,18,1,3,8,4,2,1,15,22,52,Trusted
662,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
663,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
664,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Trusted
665,2,6,0,0,0,5,8,1,5,6,0,0,3,8,11,15,Trusted
666,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
667,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
668,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
669,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
670,2,11,0,1,1,12,9,1,3,8,0,3,2,9,14,25,Trusted
671,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
672,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
673,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
674,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
675,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
676,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
677,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
678,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
679,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
