,"[('der', 'gen'), ('der', 'usd'), ('ent', 'ent')]","[['der', 'der', 'ent']]","[['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['gen', 'act']]","[['der', 'ent'], ['der', 'ent'], ['gen', 'act']]","[['der', 'ent'], ['gen', 'act']]","[['der', 'ent']]","[['usd', 'der', 'ent']]","[['usd', 'ent'], ['usd', 'ent'], ['usd', 'ent']]","[['usd', 'ent'], ['usd', 'ent']]","[['usd', 'ent']]",act,ent,label
432,27,13,1,19,20,2,17,3,2,10,18,44,Trusted
433,27,11,2,21,16,2,16,3,3,8,17,42,Trusted
434,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
435,10,3,0,4,10,2,7,0,4,4,8,17,Uncertain
436,13,2,0,5,11,2,6,0,4,3,7,19,Uncertain
437,6,1,0,6,14,2,3,0,5,6,11,23,Uncertain
438,31,21,3,25,24,2,27,6,6,15,27,55,Trusted
439,28,12,2,20,24,2,17,5,4,12,21,49,Uncertain
440,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
441,12,3,0,6,9,2,6,0,3,3,6,18,Trusted
442,18,6,0,8,17,2,13,0,7,7,14,28,Trusted
443,17,10,1,11,15,2,15,3,4,8,15,30,Trusted
444,9,4,0,5,8,2,8,0,4,4,8,16,Trusted
445,20,11,1,19,12,2,18,7,2,10,19,35,Trusted
446,12,10,1,12,9,2,15,3,4,8,15,25,Trusted
447,28,24,2,34,18,2,24,5,2,17,28,61,Trusted
448,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
449,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
450,9,9,1,10,7,2,13,3,3,7,13,21,Trusted
451,10,10,1,11,8,2,15,3,4,8,15,23,Trusted
452,14,12,2,14,10,2,16,4,4,8,16,29,Uncertain
453,9,9,1,10,7,2,13,3,3,7,13,21,Trusted
454,8,8,1,9,6,2,11,3,2,6,11,19,Trusted
455,8,8,1,9,6,2,11,3,2,6,11,19,Trusted
456,21,14,1,21,12,2,19,3,3,10,19,38,Trusted
457,9,9,1,10,7,2,13,3,3,7,13,21,Trusted
458,85,40,1,89,26,2,40,2,2,24,40,128,Trusted
459,18,15,1,20,11,2,20,3,3,11,20,36,Trusted
460,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
461,40,24,3,39,20,2,33,3,3,18,33,67,Trusted
462,8,8,1,9,6,2,11,3,2,6,11,19,Trusted
463,9,7,1,10,5,2,10,4,1,5,10,19,Trusted
464,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
465,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
466,14,13,1,16,9,2,16,1,3,9,16,30,Trusted
467,8,8,1,9,6,2,11,3,2,6,11,19,Trusted
468,4,3,0,4,3,2,7,0,4,3,7,10,Trusted
469,9,9,1,10,7,2,13,3,3,7,13,21,Trusted
470,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
471,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
472,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
473,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
474,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
475,23,18,1,26,12,2,21,1,3,12,21,44,Trusted
476,7,9,1,8,7,2,13,1,5,7,13,19,Trusted
477,15,12,2,15,10,2,16,5,3,8,16,30,Uncertain
478,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
479,18,15,1,20,11,2,20,3,3,11,20,36,Trusted
480,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
481,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
482,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
483,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
484,8,8,1,9,6,2,11,3,2,6,11,19,Trusted
485,7,7,1,8,5,2,9,3,1,5,9,17,Trusted
486,20,18,2,22,13,2,21,3,3,12,21,41,Trusted
487,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
488,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
489,9,7,1,9,6,2,10,3,2,5,10,19,Trusted
490,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
491,25,16,1,27,11,2,19,4,1,10,19,44,Trusted
492,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
493,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
494,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
495,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
496,9,9,1,10,7,2,13,3,3,7,13,21,Trusted
497,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
498,8,8,1,9,6,2,11,3,2,6,11,19,Trusted
499,18,19,2,21,13,2,23,4,4,13,23,40,Trusted
500,17,14,1,19,10,2,18,3,2,10,18,34,Trusted
501,10,7,1,11,6,2,10,4,1,6,11,21,Trusted
502,8,8,1,9,6,2,11,3,2,6,11,19,Trusted
503,9,7,1,10,5,2,10,4,1,5,10,19,Trusted
504,9,7,1,10,5,2,10,4,1,5,10,19,Trusted
505,10,8,1,10,7,2,12,3,3,6,12,21,Trusted
506,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
507,4,3,0,4,3,2,7,0,4,3,7,10,Trusted
508,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
509,18,15,1,20,11,2,20,3,3,11,20,36,Trusted
510,4,3,0,4,3,2,7,0,4,3,7,10,Uncertain
511,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
512,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
513,10,8,1,10,7,2,12,3,3,6,12,21,Trusted
514,4,3,0,4,3,2,7,0,4,3,7,10,Uncertain
515,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
516,4,3,0,4,3,2,7,0,4,3,7,10,Trusted
517,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
518,10,8,1,10,7,2,12,3,3,6,12,21,Trusted
519,4,3,0,4,3,2,7,0,4,3,7,10,Trusted
520,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
521,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
522,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
523,4,3,0,4,3,2,7,0,4,3,7,10,Trusted
524,4,3,0,4,3,2,7,0,4,3,7,10,Trusted
525,36,22,1,38,15,2,25,2,1,14,25,61,Trusted
526,19,14,2,20,12,2,19,7,2,11,20,37,Trusted
527,24,17,1,27,11,2,19,2,1,11,19,44,Trusted
528,9,7,1,10,5,2,10,4,1,5,10,19,Trusted
529,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
530,52,36,3,54,26,2,42,3,3,24,42,91,Trusted
531,5,4,0,5,4,2,9,0,5,4,9,12,Trusted
532,25,17,2,26,13,2,20,3,1,12,21,46,Trusted
533,4,3,0,4,3,2,7,0,4,3,7,10,Trusted
534,9,8,1,10,6,2,12,3,3,6,12,20,Trusted
535,4,3,0,4,3,2,7,0,4,3,7,10,Trusted
536,4,3,0,4,3,2,7,0,4,3,7,10,Uncertain
537,14,11,1,16,7,2,13,2,1,7,13,28,Trusted
538,9,8,1,10,6,2,12,3,3,6,12,20,Trusted
539,4,3,0,4,3,2,7,0,4,3,7,10,Trusted
540,32,21,1,36,13,2,23,3,1,13,23,56,Trusted
541,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
542,24,18,1,27,12,2,21,2,2,12,21,45,Trusted
543,18,14,1,20,10,2,19,3,3,10,19,35,Trusted
544,8,7,1,9,5,2,10,3,2,5,10,18,Trusted
545,4,3,0,4,3,2,7,0,4,3,7,10,Uncertain
546,10,7,1,11,6,2,10,4,1,6,11,21,Trusted
547,4,3,0,4,3,2,7,0,4,3,7,10,Uncertain
548,9,7,1,10,5,2,10,4,1,5,10,19,Trusted
549,4,3,0,4,3,2,7,0,4,3,7,10,Trusted
550,9,7,1,10,5,2,10,4,1,5,10,19,Trusted
551,4,3,0,4,3,2,7,0,4,3,7,10,Trusted
552,4,3,0,4,3,2,7,0,4,3,7,10,Trusted
553,5,4,0,5,4,2,9,0,5,4,9,12,Trusted
554,14,11,1,16,7,2,13,2,1,7,13,28,Trusted
555,4,3,0,4,3,2,7,0,4,3,7,10,Trusted
556,20,14,1,22,11,2,19,4,2,11,20,38,Trusted
557,4,3,0,4,3,2,7,0,4,3,7,10,Trusted
558,10,7,1,11,6,2,10,4,1,6,11,21,Trusted
559,4,3,0,4,3,2,7,0,4,3,7,10,Uncertain
560,17,12,2,17,10,2,15,6,1,8,15,32,Trusted
561,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
562,5,4,0,5,4,2,9,0,5,4,9,12,Trusted
563,8,7,1,9,5,2,10,3,2,5,10,18,Trusted
564,4,3,0,4,3,2,7,0,4,3,7,10,Trusted
565,4,3,0,4,3,2,7,0,4,3,7,10,Trusted
566,8,7,1,9,5,2,10,3,2,5,10,18,Trusted
567,4,3,0,4,3,2,7,0,4,3,7,10,Uncertain
568,9,8,1,10,6,2,12,3,3,6,12,20,Trusted
569,4,3,0,4,3,2,7,0,4,3,7,10,Trusted
570,67,34,1,74,20,2,34,2,1,20,34,104,Trusted
571,4,3,0,4,3,2,7,0,4,3,7,10,Trusted
572,4,3,0,4,3,2,7,0,4,3,7,10,Trusted
573,4,3,0,4,3,2,7,0,4,3,7,10,Trusted
574,7,7,1,8,5,2,9,3,1,5,9,17,Trusted
575,8,7,1,9,5,2,10,3,2,5,10,18,Trusted
576,52,25,1,54,18,2,31,1,2,17,31,80,Trusted
577,4,3,0,4,3,2,7,0,4,3,7,10,Trusted
578,4,3,0,4,3,2,7,0,4,3,7,10,Uncertain
579,12,7,2,19,11,2,11,7,2,10,19,35,Uncertain
580,10,8,1,11,6,2,11,4,1,6,11,21,Trusted
581,35,22,1,37,15,2,25,1,2,14,25,60,Trusted
582,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
583,4,3,0,4,3,2,7,0,4,3,7,10,Trusted
584,8,7,1,9,5,2,10,3,2,5,10,18,Trusted
585,4,3,0,4,3,2,7,0,4,3,7,10,Trusted
586,4,3,0,4,3,2,7,0,4,3,7,10,Trusted
587,4,3,0,4,3,2,7,0,4,3,7,10,Trusted
588,4,3,0,4,3,2,7,0,4,3,7,10,Trusted
589,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
590,44,19,4,30,29,2,26,8,5,13,26,66,Trusted
591,6,1,0,2,6,2,3,0,2,2,4,11,Uncertain
592,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
593,13,8,1,9,11,2,11,3,2,6,11,24,Trusted
594,12,4,0,5,12,2,9,0,5,5,10,20,Trusted
595,9,5,0,7,7,2,12,0,7,5,12,17,Uncertain
596,28,25,4,23,25,2,25,1,6,15,25,56,Trusted
597,26,19,2,24,18,2,23,4,3,13,23,48,Trusted
598,12,7,1,8,10,2,9,1,3,5,9,22,Trusted
599,8,6,1,8,5,2,8,3,1,4,8,17,Uncertain
600,8,8,1,9,6,2,11,3,2,6,11,19,Trusted
601,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
602,19,11,1,19,11,2,18,8,1,10,19,34,Trusted
603,7,7,1,8,5,2,9,3,1,5,9,17,Trusted
604,22,15,1,20,16,2,25,4,8,13,25,40,Trusted
605,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
606,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
607,23,19,2,24,14,2,18,1,2,11,18,45,Trusted
608,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
609,16,11,2,10,16,2,13,2,4,8,14,31,Trusted
610,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
611,23,11,2,15,17,2,17,6,2,9,17,37,Trusted
612,2,4,1,2,3,2,3,0,1,2,3,9,Trusted
613,14,4,0,7,11,2,9,0,5,4,9,21,Trusted
614,12,5,0,6,11,2,10,0,5,5,10,20,Trusted
615,53,31,1,44,33,2,32,2,2,19,32,87,Trusted
616,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
617,6,4,1,3,7,2,4,0,2,3,5,14,Uncertain
618,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
619,16,4,0,7,14,2,9,0,5,5,10,24,Trusted
620,0,10,0,0,0,2,14,2,5,8,15,55,Trusted
621,8,6,1,7,6,2,7,2,1,4,7,17,Trusted
622,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
623,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
624,21,10,1,9,21,2,15,0,7,8,15,34,Trusted
625,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
626,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
627,8,2,0,2,8,2,4,0,2,2,4,13,Trusted
628,7,8,2,6,7,2,6,1,1,4,6,18,Trusted
629,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
630,18,10,1,13,14,2,15,3,4,8,15,31,Trusted
631,6,2,0,3,5,2,4,0,2,2,4,11,Trusted
632,8,6,1,8,5,2,8,3,1,4,8,17,Uncertain
633,48,13,3,22,37,2,22,8,3,12,23,65,Trusted
634,3,1,0,1,3,2,2,0,1,1,2,7,Trusted
635,18,7,0,9,16,2,14,0,7,7,14,28,Trusted
636,26,19,2,23,18,2,18,1,2,11,18,48,Trusted
637,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
638,4,0,0,1,4,2,1,0,1,1,2,8,Uncertain
639,8,2,0,3,8,2,5,0,3,3,6,14,Uncertain
640,8,2,0,3,8,2,5,0,3,3,6,14,Uncertain
641,8,6,1,6,7,2,7,2,1,4,7,17,Trusted
642,15,8,1,10,12,2,11,3,2,6,11,26,Trusted
643,10,6,1,5,11,2,8,0,4,5,9,20,Uncertain
644,12,3,0,3,12,2,6,0,3,3,6,18,Trusted
645,8,6,1,5,8,2,7,0,3,4,7,17,Trusted
646,8,2,0,4,10,2,5,0,4,3,7,17,Uncertain
647,18,8,1,9,16,2,11,3,2,6,11,29,Trusted
648,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
649,11,5,0,6,10,2,10,0,5,5,10,19,Trusted
650,24,15,2,19,18,2,20,5,4,11,20,42,Trusted
651,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
652,9,3,0,3,9,2,6,0,3,3,6,15,Trusted
653,4,2,0,2,4,2,4,0,2,2,4,9,Trusted
654,35,19,4,24,25,2,23,5,2,13,23,57,Trusted
655,15,7,1,8,13,2,9,3,1,5,9,25,Trusted
656,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
657,26,17,3,19,20,2,19,4,2,11,19,46,Trusted
658,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
659,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
660,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
661,22,8,1,8,21,2,11,2,3,6,11,33,Trusted
662,13,4,1,4,14,2,5,0,3,4,7,22,Uncertain
663,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
664,7,6,1,5,7,2,7,1,2,4,7,16,Trusted
665,12,3,0,3,12,2,6,0,3,3,6,18,Trusted
666,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
667,13,6,0,7,12,2,12,0,6,6,12,22,Trusted
668,8,1,0,2,8,2,3,0,2,2,4,13,Uncertain
669,9,3,0,5,7,2,7,0,4,3,7,15,Uncertain
670,6,2,0,2,6,2,4,0,2,2,4,11,Trusted
671,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
672,19,6,0,7,18,2,12,0,6,6,12,28,Trusted
673,13,7,1,8,11,2,9,1,3,5,9,23,Trusted
674,4,1,0,2,3,2,2,0,1,1,2,8,Trusted
675,7,5,1,4,7,2,5,1,1,3,5,15,Trusted
676,49,26,3,30,39,2,27,4,2,16,27,78,Trusted
677,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
678,29,26,3,27,23,2,27,5,4,16,27,58,Trusted
679,12,4,0,5,12,2,9,0,5,5,10,20,Trusted
680,8,2,0,5,12,2,5,0,4,5,9,20,Uncertain
681,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
682,3,1,0,1,3,2,2,0,1,1,2,7,Trusted
683,6,5,1,3,7,2,5,0,2,3,5,14,Trusted
684,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
685,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
686,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
687,4,2,0,2,4,2,4,0,2,2,4,9,Trusted
688,0,1,0,0,0,2,3,0,2,6,8,37,Uncertain
689,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
690,4,1,0,1,4,2,2,0,1,1,2,8,Trusted
691,4,2,0,2,4,2,4,0,2,2,4,9,Trusted
692,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
693,9,7,1,6,9,2,9,1,3,5,9,19,Trusted
694,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
695,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
696,4,2,0,2,4,2,4,0,2,2,4,9,Trusted
697,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
698,4,2,0,2,4,2,4,0,2,2,4,9,Trusted
699,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
700,12,3,0,3,12,2,6,0,3,3,6,18,Trusted
701,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
702,15,7,1,8,13,2,9,3,1,5,9,25,Trusted
703,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
704,11,3,0,4,10,2,6,0,3,3,6,17,Trusted
705,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
706,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
707,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
708,9,3,0,3,9,2,6,0,3,3,6,15,Trusted
709,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
710,12,4,0,6,13,2,9,0,6,5,11,22,Trusted
711,12,3,0,3,12,2,6,0,3,3,6,18,Trusted
712,9,3,0,3,9,2,6,0,3,3,6,15,Trusted
713,9,3,0,3,9,2,6,0,3,3,6,15,Trusted
714,9,3,0,3,9,2,6,0,3,3,6,15,Trusted
715,35,13,2,15,31,2,16,5,2,9,16,51,Trusted
716,8,2,0,4,6,2,4,0,2,2,4,13,Trusted
717,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
718,37,8,0,11,34,2,16,0,8,8,16,48,Trusted
719,4,1,0,1,4,2,2,0,1,1,2,8,Trusted
720,37,12,2,18,28,2,14,1,1,8,14,52,Trusted
721,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
722,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
723,6,5,1,5,5,2,5,1,1,3,5,14,Trusted
724,6,3,0,3,9,2,6,0,3,6,9,24,Trusted
725,6,3,0,4,5,2,6,0,3,3,6,12,Trusted
726,38,20,2,28,26,2,25,2,3,14,25,61,Trusted
727,17,10,1,13,13,2,15,3,4,8,15,30,Trusted
728,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
729,51,28,3,38,34,2,31,3,2,18,31,82,Trusted
730,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
731,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
732,6,2,0,3,5,2,4,0,2,2,4,11,Trusted
733,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
734,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
735,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
736,19,11,2,25,32,2,13,6,5,17,29,64,Trusted
737,21,9,1,10,19,2,13,3,3,7,13,33,Trusted
738,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
739,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
740,2,4,1,2,3,2,3,0,1,2,3,9,Trusted
741,14,9,1,9,13,2,13,1,5,7,13,26,Trusted
742,71,27,4,47,47,2,40,9,4,22,41,102,Trusted
743,12,13,1,11,11,2,11,2,1,7,11,28,Trusted
744,19,14,2,15,16,2,18,3,5,10,18,36,Trusted
745,19,12,1,15,14,2,14,1,2,8,14,34,Trusted
746,17,7,1,12,11,2,11,5,1,5,11,27,Trusted
747,23,14,2,15,20,2,19,2,7,10,19,40,Trusted
748,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
749,13,11,1,10,12,2,12,1,3,7,12,27,Trusted
750,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
751,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
752,10,8,2,47,38,2,7,3,3,21,33,97,Uncertain
753,23,8,1,9,21,2,11,3,2,6,11,34,Trusted
754,10,7,1,9,7,2,9,3,1,5,9,20,Trusted
755,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
756,26,19,2,23,19,2,23,3,4,13,23,48,Trusted
757,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
758,35,13,3,21,24,2,21,9,1,11,21,51,Trusted
759,48,22,3,29,36,2,34,2,11,18,34,73,Trusted
760,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
761,25,13,1,19,17,2,16,3,1,9,16,41,Trusted
762,11,7,1,8,9,2,9,3,1,5,9,21,Trusted
763,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
764,4,2,0,2,4,2,4,0,2,2,4,9,Trusted
765,22,11,1,14,17,2,12,1,1,7,12,36,Trusted
766,12,3,0,6,9,2,6,0,3,3,6,18,Trusted
767,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
768,26,17,2,20,20,2,19,6,1,11,19,46,Trusted
769,16,9,1,9,15,2,13,0,6,7,13,28,Trusted
770,9,9,1,8,8,2,8,1,1,5,8,21,Trusted
771,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
772,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
773,8,6,0,7,7,2,13,0,7,6,13,17,Trusted
774,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
775,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
776,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
777,45,27,1,40,25,2,24,2,1,15,24,75,Trusted
778,15,9,1,10,13,2,13,3,3,7,13,27,Trusted
779,17,6,0,7,15,2,12,0,6,6,12,26,Trusted
780,11,7,1,8,9,2,9,3,1,5,9,21,Trusted
781,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
782,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
783,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
784,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
785,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
786,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
787,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
788,6,4,2,13,20,2,4,3,4,10,17,38,Uncertain
789,11,7,1,8,9,2,9,3,1,5,9,21,Trusted
790,34,22,4,28,23,2,25,4,3,15,26,60,Trusted
791,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
792,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
793,16,10,1,12,13,2,15,3,4,8,15,29,Trusted
794,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
795,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
796,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
797,11,7,1,8,9,2,9,3,1,5,9,21,Trusted
798,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
799,19,9,2,12,14,2,13,5,1,7,13,31,Trusted
800,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
801,15,9,1,10,13,2,13,3,3,7,13,27,Trusted
802,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
803,10,5,0,5,10,2,10,0,5,5,10,18,Trusted
804,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
805,15,9,1,10,13,2,13,3,3,7,13,27,Trusted
806,19,12,2,16,12,2,14,2,1,8,14,34,Trusted
807,15,9,1,10,13,2,13,3,3,7,13,27,Trusted
808,22,13,1,17,16,2,16,2,2,9,16,38,Trusted
809,12,5,0,6,11,2,10,0,5,5,10,20,Trusted
810,18,6,0,9,15,2,12,0,6,6,12,27,Trusted
811,5,5,1,4,5,2,5,1,1,3,5,13,Trusted
812,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
813,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
814,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
815,40,20,3,37,37,2,26,9,3,20,35,82,Trusted
816,14,7,1,9,11,2,10,3,2,5,10,24,Trusted
817,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
818,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
819,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
820,20,12,1,16,14,2,14,2,1,8,14,35,Trusted
821,83,35,1,72,37,2,35,1,2,21,35,121,Trusted
822,11,7,1,8,9,2,9,3,1,5,9,21,Trusted
823,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
824,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
825,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
826,19,16,3,16,16,2,17,4,3,10,17,38,Trusted
827,17,8,1,10,15,2,12,3,3,7,13,29,Trusted
828,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
829,31,11,2,22,19,2,14,1,1,9,16,47,Uncertain
830,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
831,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
832,8,5,1,3,9,2,5,0,2,3,5,16,Trusted
833,22,2,0,4,21,2,5,0,3,3,6,28,Uncertain
834,12,3,0,3,12,2,6,0,3,3,6,18,Trusted
835,36,11,1,18,28,2,17,6,2,9,17,50,Trusted
836,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
837,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
838,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
839,43,22,1,29,31,2,20,1,2,13,21,69,Trusted
840,10,4,0,5,9,2,8,0,4,4,8,17,Trusted
841,30,11,3,24,42,2,14,8,3,15,26,73,Uncertain
842,4,0,0,2,6,2,1,0,1,2,3,11,Uncertain
843,6,1,0,6,14,2,3,0,5,6,11,23,Uncertain
844,17,8,1,11,13,2,11,3,2,6,11,28,Trusted
845,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
846,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
847,7,5,1,4,7,2,5,1,1,3,5,15,Trusted
848,10,3,0,5,8,2,6,0,3,3,6,16,Trusted
849,27,4,0,7,27,2,11,0,7,7,14,37,Uncertain
850,12,0,0,3,9,2,3,0,3,0,3,15,Trusted
851,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
852,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
853,15,3,0,5,13,2,8,0,5,3,8,21,Trusted
854,9,6,2,5,8,2,7,1,2,4,7,18,Trusted
855,17,11,1,14,12,2,12,1,1,7,12,31,Trusted
856,9,3,0,3,9,2,6,0,3,3,6,15,Trusted
857,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
858,12,3,0,3,12,2,6,0,3,3,6,18,Trusted
859,15,12,1,11,14,2,14,3,3,8,14,30,Trusted
860,18,7,1,10,26,2,10,1,6,9,16,40,Trusted
861,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
862,13,8,1,9,11,2,11,3,2,6,11,24,Trusted
863,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
864,4,0,0,1,4,2,1,0,1,1,2,8,Uncertain
865,22,13,1,17,16,2,16,2,2,9,16,38,Trusted
866,8,6,1,6,7,2,7,1,2,4,7,17,Trusted
867,36,13,3,20,26,2,21,6,4,11,21,52,Trusted
868,11,7,1,8,9,2,9,3,1,5,9,21,Trusted
869,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
870,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
871,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
872,13,8,1,9,11,2,11,3,2,6,11,24,Trusted
